pH                       	pressure                 	Cl-.tot                  	HCO3-.con                	CO3-2.con                	Na+.con                  	Na+.tot                  	CO3-2.tot                	OH-.con                  	chargebalance            	CO2[g].logact            	H2CO3.logact             	HCO3-.logact             	CO3-2.logact             	Ca+2.logact              	CO2[g].liter             	Calcite[s].si            	Calcite[s].tot           	CO2[g].tot               	HCO3-.con                	CO3-2.con                	CO3-2.diss               	CO3-2.tot                	Ca+2.diss                	Ca+2.tot                 	Ca+2.diss                	Calcite[s].tot           	Calcite[s].con           	Aragonite[s].con         	
 10.8367340              	 1.00000971              	 7.14285714e-1           	 1.54572246e-2           	 8.45327373e-2           	 9.00000000e-1           	 9.00000000e-1           	 1.00000000e-1           	 1.19158660e-3           	 0.0                     	-5.01295421              	-6.47895421              	-1.99422025              	-1.48648629              	 1.11111111e-111         	 9.70621713e-6           	 1.11111111e-111         	 1.11111111e-111         	 9.70621713e-6           	 1.54572246e-2           	 8.45327373e-2           	 9.99902938e-2           	 1.00000000e-1           	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	
 10.3605740              	 1.00006580              	 7.34693878e-1           	 3.49548226e-2           	 6.49771193e-2           	 9.00000000e-1           	 9.00000000e-1           	 1.00000000e-1           	 3.97061346e-4           	 0.0                     	-4.18175137              	-5.64775137              	-1.63917737              	-1.60760336              	 1.11111111e-111         	 6.58077745e-5           	 1.11111111e-111         	 1.11111111e-111         	 6.58077745e-5           	 3.49548226e-2           	 6.49771193e-2           	 9.99341922e-2           	 1.00000000e-1           	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	
 9.99803163              	 1.00023802              	 7.55102041e-1           	 5.47814579e-2           	 4.49723241e-2           	 9.00000000e-1           	 9.00000000e-1           	 1.00000000e-1           	 1.71853167e-4           	 0.0                     	-3.62338381              	-5.08938381              	-1.44335218              	-1.77432055              	 1.11111111e-111         	 2.38078154e-4           	 1.11111111e-111         	 1.11111111e-111         	 2.38078154e-4           	 5.47814579e-2           	 4.49723241e-2           	 9.97619218e-2           	 1.00000000e-1           	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	
 9.60937792              	 1.00078755              	 7.75510204e-1           	 7.39500272e-2           	 2.52348653e-2           	 9.00000000e-1           	 9.00000000e-1           	 1.00000000e-1           	 7.00384684e-5           	 0.0                     	-3.10371936              	-4.56971936              	-1.31234144              	-2.03196352              	 1.11111111e-111         	 7.88174789e-4           	 1.11111111e-111         	 1.11111111e-111         	 7.88174789e-4           	 7.39500272e-2           	 2.52348653e-2           	 9.92118252e-2           	 1.00000000e-1           	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	
 9.01953268              	 1.00366385              	 7.95918367e-1           	 8.83312011e-2           	 7.86623358e-3           	 9.00000000e-1           	 9.00000000e-1           	 1.00000000e-1           	 1.79656524e-5           	 0.0                     	-2.43606284              	-3.90206284              	-1.23453015              	-2.54399747              	 1.11111111e-111         	 3.67726936e-3           	 1.11111111e-111         	 1.11111111e-111         	 3.67726936e-3           	 8.83312011e-2           	 7.86623358e-3           	 9.63227306e-2           	 1.00000000e-1           	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	
 8.31706949              	 1.01690177              	 8.16326531e-1           	 8.07992028e-2           	 1.43535584e-3           	 9.00000000e-1           	 9.00000000e-1           	 1.00000000e-1           	 3.56111825e-6           	 0.0                     	-1.77206792              	-3.23806792              	-1.27299843              	-3.28492894              	 1.11111111e-111         	 1.71874357e-2           	 1.11111111e-111         	 1.11111111e-111         	 1.71874357e-2           	 8.07992028e-2           	 1.43535584e-3           	 8.28125643e-2           	 1.00000000e-1           	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	
 7.89198837              	 1.03475650              	 8.36734694e-1           	 6.24297919e-2           	 4.17096392e-4           	 9.00000000e-1           	 9.00000000e-1           	 1.00000000e-1           	 1.33795876e-6           	 0.0                     	-1.45896400              	-2.92496400              	-1.38497563              	-3.82198726              	 1.11111111e-111         	 3.59645109e-2           	 1.11111111e-111         	 1.11111111e-111         	 3.59645109e-2           	 6.24297919e-2           	 4.17096392e-4           	 6.40354891e-2           	 1.00000000e-1           	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	
 7.54530290              	 1.05269301              	 8.57142857e-1           	 4.26003016e-2           	 1.28137896e-4           	 9.00000000e-1           	 9.00000000e-1           	 1.00000000e-1           	 6.02198256e-7           	 0.0                     	-1.27824696              	-2.74424696              	-1.55094406              	-4.33464116              	 1.11111111e-111         	 5.54695677e-2           	 1.11111111e-111         	 1.11111111e-111         	 5.54695677e-2           	 4.26003016e-2           	 1.28137896e-4           	 4.45304323e-2           	 1.00000000e-1           	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	
 7.14121654              	 1.07024171              	 8.77551020e-1           	 2.23956967e-2           	 2.65693118e-5           	 9.00000000e-1           	 9.00000000e-1           	 1.00000000e-1           	 2.37490853e-7           	 0.0                     	-1.15340490              	-2.61940490              	-1.83018837              	-5.01797183              	 1.11111111e-111         	 7.51756118e-2           	 1.11111111e-111         	 1.11111111e-111         	 7.51756118e-2           	 2.23956967e-2           	 2.65693118e-5           	 2.48243882e-2           	 1.00000000e-1           	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	
 6.00641762              	 1.08734247              	 8.97959184e-1           	 2.04171481e-3           	 1.77591070e-7           	 9.00000000e-1           	 9.00000000e-1           	 1.00000000e-1           	 1.74119102e-8           	 0.0                     	-1.05877454              	-2.52477454              	-2.87035692              	-7.19293930              	 1.11111111e-111         	 9.49711747e-2           	 1.11111111e-111         	 1.11111111e-111         	 9.49711747e-2           	 2.04171481e-3           	 1.77591070e-7           	 5.02882525e-3           	 1.00000000e-1           	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	
 1.84501730              	 1.08902907              	 9.18367347e-1           	 1.43740539e-7           	 8.48857774e-16          	 9.00000000e-1           	 9.00000000e-1           	 1.00000000e-1           	 1.20382655e-12          	 0.0                     	-1.05046816              	-2.51646816              	-7.02345087              	-15.5074336              	 1.11111111e-111         	 9.69552451e-2           	 1.11111111e-111         	 1.11111111e-111         	 9.69552451e-2           	 1.43740539e-7           	 8.48857774e-16          	 3.04475491e-3           	 1.00000000e-1           	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	
 1.51878699              	 1.08902913              	 9.38775510e-1           	 6.79336663e-8           	 1.85988969e-16          	 9.00000000e-1           	 9.00000000e-1           	 1.00000000e-1           	 5.69572696e-13          	 0.0                     	-1.05046786              	-2.51646786              	-7.34968087              	-16.1598939              	 1.11111111e-111         	 9.69553188e-2           	 1.11111111e-111         	 1.11111111e-111         	 9.69553188e-2           	 6.79336663e-8           	 1.85988969e-16          	 3.04468124e-3           	 1.00000000e-1           	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	
 1.33339127              	 1.08902915              	 9.59183673e-1           	 4.44024912e-8           	 7.79271608e-17          	 9.00000000e-1           	 9.00000000e-1           	 1.00000000e-1           	 3.72685219e-13          	 0.0                     	-1.05046776              	-2.51646776              	-7.53507649              	-16.5306852              	 1.11111111e-111         	 9.69553416e-2           	 1.11111111e-111         	 1.11111111e-111         	 9.69553416e-2           	 4.44024912e-8           	 7.79271608e-17          	 3.04465837e-3           	 1.00000000e-1           	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	
 1.20294435              	 1.08902916              	 9.79591837e-1           	 3.29352703e-8           	 4.20410143e-17          	 9.00000000e-1           	 9.00000000e-1           	 1.00000000e-1           	 2.76731247e-13          	 0.0                     	-1.05046772              	-2.51646772              	-7.66552337              	-16.7915790              	 1.11111111e-111         	 9.69553528e-2           	 1.11111111e-111         	 1.11111111e-111         	 9.69553528e-2           	 3.29352703e-8           	 4.20410143e-17          	 3.04464723e-3           	 1.00000000e-1           	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	
 1.10200487              	 1.08902917              	 1.00000000              	 2.61460539e-8           	 2.59753845e-17          	 9.00000000e-1           	 9.00000000e-1           	 1.00000000e-1           	 2.19916057e-13          	 0.0                     	-1.05046769              	-2.51646769              	-7.76646282              	-16.9934580              	 1.11111111e-111         	 9.69553594e-2           	 1.11111111e-111         	 1.11111111e-111         	 9.69553594e-2           	 2.61460539e-8           	 2.59753845e-17          	 3.04464063e-3           	 1.00000000e-1           	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	
