NodeID: 0.0
nr   logfactor           convergence         gas_val_u                   gas_res             logI                        I.eq                pH                          chargebalance       Ar[g].logact                Ar[g].tot           CO2[g].logact               CO2[g].tot          Ca+2.logact                 Ca+2.tot            Calcite[s].un               Calcite[s].eq       
                                                                          0.0                                             0.0                                             0.0                                             1.00000000                                      1.00000000                                      1.00000000                                      0.0                

1.0  0.0                 13.467475839813345   1.00000052              X  -2.93410627         -3.43177803                 -7.77156117e-16      9.97123152                 -1.40946282e-18     -2.25776196e-7           X   9.99999480e-1      -6.28410627              X   1.00000000         -3.99135677                  1.00000000          9.99883004e-1              -2.22044605e-16     
2.0  -3.277606144320505  13.467246598555603   9.00000520e-1           X  -2.93255792         -3.28872067              X  -3.72708786e-3       10.0712315              X  -1.56653296e-6      -2.25656915e-7           X   9.99999480e-1      -6.28255792              X   1.00000916         -3.86148938              X   1.00000836          9.99843961e-1           X   1.65707871e-1      
3.0  -3.3613107850202186 13.46705755231473    8.00000520e-1           X  -2.93128167         -3.13837056              X  -7.82080611e-3       10.1712315              X  -3.83211607e-6      -2.25558596e-7           X   9.99999481e-1      -6.28128167              X   1.00002450         -3.72595278              X   1.00002255          9.99784695e-1           X   3.34114296e-1      
4.0  -3.424181144959762  13.466893989360806   7.00000520e-1           X  -2.93017791         -2.98014732              X  -1.22994230e-2       10.2712315              X  -7.09624830e-6      -2.25473565e-7           X   9.99999481e-1      -6.28017791              X   1.00005148         -3.58442308              X   1.00004790          9.99691113e-1           X   5.05431030e-1      
5.0  -3.454961535594853  13.466741619539441   6.00000520e-1           X  -2.92915005         -2.81349062              X  -1.72130614e-2       10.3712315              X  -1.17703877e-5      -2.25394382e-7           X   9.99999481e-1      -6.27915005              X   1.00010144         -3.43668405              X   1.00009552          9.99536415e-1           X   6.79814470e-1      
6.0  -3.4427639942635277 13.466584908832406   5.00000520e-1           X  -2.92809329         -2.63782183              X  -2.26580709e-2       10.4712315              X  -1.84209422e-5      -2.25312971e-7           X   9.99999481e-1      -6.27809329              X   1.00019889         -3.28264780              X   1.00018965          9.99267176e-1           X   8.57360980e-1      
7.0  -3.382555842602075  13.46640488977842    4.00000520e-1           X  -2.92687982         -2.45246894              X  -2.87870264e-2       10.5712315              X  -2.78412788e-5      -2.25219489e-7           X   9.99999481e-1      -6.27687982              X   1.00039880         -3.12235173              X   1.00038490          9.98771952e-1           X   1.03811575         
8.0  -3.278436248837644  13.46617608638612    3.00000520e-1           X  -2.92533823         -2.25655091              X  -3.58084866e-2       10.6712315              X  -4.11867502e-5      -2.25100729e-7           X   9.99999482e-1      -6.27533823              X   1.00082849         -2.95592681              X   1.00080801          9.97808305e-1           X   1.22209900         
9.0  -3.1409771852883437 13.465862061455004   2.00000520e-1           X  -2.92322377         -2.04882165              X  -4.39630270e-2       10.7712315              X  -6.02514084e-5      -2.24937837e-7           X   9.99999482e-1      -6.27322377              X   1.00179164         -2.78353500              X   1.00176184          9.95828325e-1           X   1.40935213         
10.0 -2.9818784213777683 13.465409025795124   1.00000520e-1           X  -2.92017599         -1.82748929              X  -5.34373858e-2       10.8712315              X  -8.80681669e-5      -2.24703044e-7           X   9.99999483e-1      -6.27017599              X   1.00403347         -2.60527695              X   1.00399020          9.91549816e-1           X   1.60000505         
11.0 -2.810930071696616  13.464737303044512   5.19869039e-7           X  -2.91566285         -1.59008681              X  -6.41042230e-2       10.9712315              X  -1.30220022e-4      -2.24355365e-7           X   9.99999483e-1      -6.26566285              X   1.00943698         -2.42107509              X   1.00937351          9.81871466e-1           X   1.79436255         
12.0 -2.636254561086641  13.463732613232667  -9.99994801e-2           X  -2.90892560         -1.33370223              X  -7.47644250e-2       11.0712315              X  -1.97367186e-4      -2.23836348e-7           X   9.99999485e-1      -6.25892560              X   1.02291051         -2.23055333              X   1.02281516          9.59042218e-1           X   1.99299206         
13.0 -2.4669456186080123 13.462248111420216  -1.99999480e-1           X  -2.89899931         -1.05665690              X  -8.11007391e-2       11.1712315              X  -3.07047790e-4      -2.23071658e-7           X   9.99999486e-1      -6.24899931              X   1.05763628         -2.03300787              X   1.05748917          9.03054858e-1           X   2.19672793         
14.0 -2.3184022993614    13.460156758781594  -2.99999480e-1           X  -2.88507268         -7.64543826e-1           X  -7.16939068e-2       11.2712315              X  -4.63767498e-4      -2.21998801e-7           X   9.99999489e-1      -6.23507268              X   1.14957928         -1.82781709              X   1.14935842          7.60940363e-1           X   2.40628664         
15.0 -2.219176750953483  13.457526964394933  -3.99999480e-1           X  -2.86765542         -4.81984001e-1           X  -2.93617133e-2       11.3712315              X  -5.49017538e-4      -2.20657044e-7           X   9.99999492e-1      -6.21765542              X   1.39547756         -1.61599067              X   1.39521811          3.92073547e-1           X   2.62090848         
16.0 -2.201100942512888  13.454785051817097  -4.99999480e-1           X  -2.84960754         -2.47199991e-1           X   4.34940358e-2       11.4712315              X  -1.79475745e-4      -2.19266717e-7           X   9.99999495e-1      -6.19960754              X   2.61808824         -1.40184348              X   2.61801174         -5.69731718e-1           X   3.40673773         
17.0 -1.1734235494859075 13.424630649241974  -5.99999480e-1           X  -2.65846318         -2.55564140e-1           X   4.03388324e-2       11.3712315              X  -6.28786106e-4      -2.04541925e-7           X   9.99999529e-1      -6.00846318              X   2.51740310         -1.41090172              X   2.51554150         -5.56973172              X   8.39778079         
18.0 -1.1444548149168587 13.392316989171405  -6.99999480e-1           X  -2.46783994         -2.64140439e-1           X   3.72074204e-2       11.2712315              X  -1.05282928e-3      -1.89858494e-7           X   9.99999563e-1      -5.81783994              X   2.41650678         -1.42028624              X   2.41287065         -10.5697317              X   13.3884001         
19.0 -1.1134788752708564 13.357516154060143  -7.99999480e-1           X  -2.27780297         -2.72957847e-1           X   3.40869502e-2       11.1712315              X  -1.45114815e-3      -1.75221525e-7           X   9.99999597e-1      -5.62780297              X   2.31549203         -1.43000424              X   2.31002435         -15.5697317              X   18.3785596         
20.0 -1.0801987256980166 13.319819973225567  -8.99999480e-1           X  -2.08843024         -2.82039945e-1           X   3.09657194e-2       11.0712315              X  -1.82356294e-3      -1.60637120e-7           X   9.99999630e-1      -5.43843024              X   2.21445269         -1.44006198              X   2.20703081         -20.5697317              X   23.3682171         
21.0 -1.0442452843997996 13.278711520164672  -9.99999480e-1           X  -1.89981591         -2.91404956e-1           X   2.78330713e-2       10.9712315              X  -2.17003443e-3      -1.46112639e-7           X   9.99999664e-1      -5.24981591              X   2.11348656         -1.45046347              X   2.10392228         -25.5697317              X   28.3573235         
22.0 -1.0051509915957508 13.233522608925574  -1.09999948              X  -1.71207430         -3.01065544e-1           X   2.46795731e-2       10.8712315              X  -2.49043900e-3      -1.31657018e-7           X   9.99999697e-1      -5.06207430              X   2.01269775         -1.46120903              X   2.00073589         -30.5697317              X   33.3458216         
23.0 -0.9623100476686968 13.183368072438684  -1.19999948              X  -1.52534496         -3.11028475e-1           X   2.14976036e-2       10.7712315              X  -2.78418676e-3      -1.17281154e-7           X   9.99999730e-1      -4.87534496              X   1.91219800         -1.47229354              X   1.89751439         -35.5697317              X   38.3336440         
24.0 -0.9149163117260186 13.127039614738536  -1.29999948              X  -1.33979889         -3.21294271e-1           X   1.82825656e-2       10.6712315              X  -3.04957059e-3      -1.02998403e-7           X   9.99999763e-1      -4.68979889              X   1.81210674         -1.48370461              X   1.79430641         -40.5697317              X   43.3207115         
25.0 -0.8618620720290222 13.062824980419794  -1.39999948              X  -1.15564643         -3.31857094e-1           X   1.50350858e-2       10.5712315              X  -3.28265932e-3      -8.88251879e-8           X   9.99999795e-1      -4.50564643              X   1.71254877         -1.49542057              X   1.69116566         -45.5697317              X   48.3069297         
26.0 -0.8015642727509821 12.988178597157031  -1.49999948              X  -9.73147334e-1      -3.42705273e-1           X   1.17648427e-2       10.4712315              X  -3.47540768e-3      -7.47818026e-8           X   9.99999828e-1      -4.32314733              X   1.61364795         -1.50740865              X   1.58814814         -50.5697317              X   53.2921852         
27.0 -0.7316462632419555 12.899067448654883  -1.59999948              X  -7.92624420e-1      -3.53823189e-1           X   8.49722542e-3       10.3712315              X  -3.61236294e-3      -6.08934860e-8           X   9.99999860e-1      -4.14262442              X   1.51551350         -1.51962370              X   1.48530485         -55.5697317              X   58.2763392         
28.0 -0.6483037343144428 12.788510219306717  -1.69999948              X  -6.14483491e-1      -3.65195865e-1           X   5.28539109e-3       10.2712315              X  -3.66464301e-3      -4.71920200e-8           X   9.99999891e-1      -3.96448349              X   1.41821188         -1.53200809              X   1.38266483         -60.5697317              X   63.2592175         
29.0 -0.5448874465180086 12.64270951210462   -1.79999948              X  -4.39247716e-1      -3.76819006e-1           X   2.23420331e-3       10.1712315              X  -3.57782587e-3      -3.37185007e-8           X   9.99999922e-1      -3.78924772              X   1.32170595         -1.54449396              X   1.28019406         -65.5697317              X   68.2405924         
30.0 -0.4081557736794681512.427540167566333  -1.89999948              X  -2.67633311e-1      -3.88721613e-1           X  -4.43147431e-4       10.0712315              X  -3.24293035e-3      -2.05294845e-8           X   9.99999953e-1      -3.61763331              X   1.22570387         -1.55700959              X   1.17768337         -70.5697317              X   73.2201418         
31.0 -0.2052379924477096312.111088841146646  -1.99999948              X  -1.00792545e-1      -4.01028819e-1           X  -2.23932027e-3       9.97123152              X  -2.40010491e-3      -7.71680489e-9           X   9.99999982e-1      -3.45079255              X   1.12914834         -1.56949288              X   1.07434291         -75.5697317              X   78.1973205         
32.0 0.0                 11.79353025550997   -2.09999948                  1.11022302e-14     -4.09466371e-1           X  -9.35734477e-4       9.90775142              X  -5.97610142e-4       8.88775758e-12          X   1.00000000         -3.35000000              X   1.06216276         -1.57738407              X   1.00379940         -80.5697317              X   83.1802911         
33.0 0.0                 11.763116913307035  -2.19999948                  0.0                -4.09898750e-1              -2.42708437e-6       9.90689691              X  -2.66667426e-6       1.02619274e-14              1.00000000         -3.35000000              X   1.05795847         -1.57750432              X   1.00001556         -85.5697317              X   88.1793765         
34.0 0.0                 11.762986704621904  -2.29999948                  0.0                -4.09901148e-1              -9.12031028e-9       9.90689327              X  -6.07467096e-9       5.18200534e-17              1.00000000         -3.35000000              X   1.05794110         -1.57750459              X   1.00000003         -90.5697317              X   93.1793727         
35.0 0.0                 11.762986421541617  -2.39999948                  0.0                -4.09901151e-1              -1.34543487e-11      9.90689326                 -1.33137160e-11     -4.45017136e-17              1.00000000         -3.35000000              X   1.05794106         -1.57750459              X   1.00000000         -95.5697317              X   98.1793727         
36.0 0.0                 11.762986420911286  -2.49999948                  0.0                -4.09901151e-1              -4.14113188e-14      9.90689326                 -2.93949842e-14      3.77019219e-18              1.00000000         -3.35000000              X   1.05794106         -1.57750459              X   1.00000000         -1.00569732e2            X   1.03179373e2       
37.0 0.0                 11.762986420909906  -2.59999948                  0.0                -4.09901151e-1              -1.11022302e-15      9.90689326                 -3.11491284e-16      3.77019219e-18              1.00000000         -3.35000000              X   1.05794106         -1.57750459                  1.00000000         -1.05569732e2            X   1.08179373e2       
38.0 0.0                 11.762986420909906  -2.69999948                  0.0                -4.09901151e-1              -1.11022302e-15      9.90689326                 -3.11491284e-16      3.77019219e-18              1.00000000         -3.35000000              X   1.05794106         -1.57750459                  1.00000000         -1.10569732e2            X   1.13179373e2       
39.0 0.0                 11.762986420909906  -2.79999948                  0.0                -4.09901151e-1              -1.11022302e-15      9.90689326                 -3.11491284e-16      3.77019219e-18              1.00000000         -3.35000000              X   1.05794106         -1.57750459                  1.00000000         -1.15569732e2            X   1.18179373e2       
40.0 0.0                 11.762986420909906  -2.89999948                  0.0                -4.09901151e-1              -1.11022302e-15      9.90689326                 -3.11491284e-16      3.77019219e-18              1.00000000         -3.35000000              X   1.05794106         -1.57750459                  1.00000000         -1.20569732e2            X   1.23179373e2       
41.0 0.0                 11.762986420909906  -2.99999948                  0.0                -4.09901151e-1              -1.11022302e-15      9.90689326                 -3.11491284e-16      3.77019219e-18              1.00000000         -3.35000000              X   1.05794106         -1.57750459                  1.00000000         -1.25569732e2            X   1.28179373e2       
42.0 0.0                 11.762986420909906  -3.09999948                  0.0                -4.09901151e-1              -1.11022302e-15      9.90689326                 -3.11491284e-16      3.77019219e-18              1.00000000         -3.35000000              X   1.05794106         -1.57750459                  1.00000000         -1.30569732e2            X   1.33179373e2       
43.0 0.0                 11.762986420909906  -3.19999948                  0.0                -4.09901151e-1              -1.11022302e-15      9.90689326                 -3.11491284e-16      3.77019219e-18              1.00000000         -3.35000000              X   1.05794106         -1.57750459                  1.00000000         -1.35569732e2            X   1.38179373e2       
44.0 0.0                 11.762986420909906  -3.29999948                  0.0                -4.09901151e-1              -1.11022302e-15      9.90689326                 -3.11491284e-16      3.77019219e-18              1.00000000         -3.35000000              X   1.05794106         -1.57750459                  1.00000000         -1.40569732e2            X   1.43179373e2       
45.0 0.0                 11.762986420909906  -3.39999948                  0.0                -4.09901151e-1              -1.11022302e-15      9.90689326                 -3.11491284e-16      3.77019219e-18              1.00000000         -3.35000000              X   1.05794106         -1.57750459                  1.00000000         -1.45569732e2            X   1.48179373e2       
46.0 0.0                 11.762986420909906  -3.49999948                  0.0                -4.09901151e-1              -1.11022302e-15      9.90689326                 -3.11491284e-16      3.77019219e-18              1.00000000         -3.35000000              X   1.05794106         -1.57750459                  1.00000000         -1.50569732e2            X   1.53179373e2       
47.0 0.0                 11.762986420909906  -3.59999948                  0.0                -4.09901151e-1              -1.11022302e-15      9.90689326                 -3.11491284e-16      3.77019219e-18              1.00000000         -3.35000000              X   1.05794106         -1.57750459                  1.00000000         -1.55569732e2            X   1.58179373e2       
48.0 0.0                 11.762986420909906  -3.69999948                  0.0                -4.09901151e-1              -1.11022302e-15      9.90689326                 -3.11491284e-16      3.77019219e-18              1.00000000         -3.35000000              X   1.05794106         -1.57750459                  1.00000000         -1.60569732e2            X   1.63179373e2       
49.0 0.0                 11.762986420909906  -3.79999948                  0.0                -4.09901151e-1              -1.11022302e-15      9.90689326                 -3.11491284e-16      3.77019219e-18              1.00000000         -3.35000000              X   1.05794106         -1.57750459                  1.00000000         -1.65569732e2            X   1.68179373e2       
50.0 0.0                 11.762986420909906  -3.89999948                  0.0                -4.09901151e-1              -1.11022302e-15      9.90689326                 -3.11491284e-16      3.77019219e-18              1.00000000         -3.35000000              X   1.05794106         -1.57750459                  1.00000000         -1.70569732e2            X   1.73179373e2       
51.0 0.0                 11.762986420909906  -3.99999948                  0.0                -4.09901151e-1              -1.11022302e-15      9.90689326                 -3.11491284e-16      3.77019219e-18              1.00000000         -3.35000000              X   1.05794106         -1.57750459                  1.00000000         -1.75569732e2            X   1.78179373e2       
52.0 0.0                 11.762986420909906  -4.09999948                  0.0                -4.09901151e-1              -1.11022302e-15      9.90689326                 -3.11491284e-16      3.77019219e-18              1.00000000         -3.35000000              X   1.05794106         -1.57750459                  1.00000000         -1.80569732e2            X   1.83179373e2       
53.0 0.0                 11.762986420909906  -4.19999948                  0.0                -4.09901151e-1              -1.11022302e-15      9.90689326                 -3.11491284e-16      3.77019219e-18              1.00000000         -3.35000000              X   1.05794106         -1.57750459                  1.00000000         -1.85569732e2            X   1.88179373e2       
54.0 0.0                 11.762986420909906  -4.29999948                  0.0                -4.09901151e-1              -1.11022302e-15      9.90689326                 -3.11491284e-16      3.77019219e-18              1.00000000         -3.35000000              X   1.05794106         -1.57750459                  1.00000000         -1.90569732e2            X   1.93179373e2       
55.0 0.0                 11.762986420909906  -4.39999948                  0.0                -4.09901151e-1              -1.11022302e-15      9.90689326                 -3.11491284e-16      3.77019219e-18              1.00000000         -3.35000000              X   1.05794106         -1.57750459                  1.00000000         -1.95569732e2            X   1.98179373e2       
56.0 0.0                 11.762986420909906  -4.49999948                  0.0                -4.09901151e-1              -1.11022302e-15      9.90689326                 -3.11491284e-16      3.77019219e-18              1.00000000         -3.35000000              X   1.05794106         -1.57750459                  1.00000000         -2.00569732e2            X   2.03179373e2       
57.0 0.0                 11.762986420909906  -4.59999948                  0.0                -4.09901151e-1              -1.11022302e-15      9.90689326                 -3.11491284e-16      3.77019219e-18              1.00000000         -3.35000000              X   1.05794106         -1.57750459                  1.00000000         -2.05569732e2            X   2.08179373e2       
58.0 0.0                 11.762986420909906  -4.69999948                  0.0                -4.09901151e-1              -1.11022302e-15      9.90689326                 -3.11491284e-16      3.77019219e-18              1.00000000         -3.35000000              X   1.05794106         -1.57750459                  1.00000000         -2.10569732e2            X   2.13179373e2       
59.0 0.0                 11.762986420909906  -4.79999948                  0.0                -4.09901151e-1              -1.11022302e-15      9.90689326                 -3.11491284e-16      3.77019219e-18              1.00000000         -3.35000000              X   1.05794106         -1.57750459                  1.00000000         -2.15569732e2            X   2.18179373e2       
60.0 0.0                 11.762986420909906  -4.89999948                  0.0                -4.09901151e-1              -1.11022302e-15      9.90689326                 -3.11491284e-16      3.77019219e-18              1.00000000         -3.35000000              X   1.05794106         -1.57750459                  1.00000000         -2.20569732e2            X   2.23179373e2       
61.0 0.0                 11.762986420909906  -4.99999948                  0.0                -4.09901151e-1              -1.11022302e-15      9.90689326                 -3.11491284e-16      3.77019219e-18              1.00000000         -3.35000000              X   1.05794106         -1.57750459                  1.00000000         -2.25569732e2            X   2.28179373e2       
62.0 0.0                 11.762986420909906  -5.09999948                  0.0                -4.09901151e-1              -1.11022302e-15      9.90689326                 -3.11491284e-16      3.77019219e-18              1.00000000         -3.35000000              X   1.05794106         -1.57750459                  1.00000000         -2.30569732e2            X   2.33179373e2       
63.0 0.0                 11.762986420909906  -5.19999948                  0.0                -4.09901151e-1              -1.11022302e-15      9.90689326                 -3.11491284e-16      3.77019219e-18              1.00000000         -3.35000000              X   1.05794106         -1.57750459                  1.00000000         -2.35569732e2            X   2.38179373e2       
64.0 0.0                 11.762986420909906  -5.29999948                  0.0                -4.09901151e-1              -1.11022302e-15      9.90689326                 -3.11491284e-16      3.77019219e-18              1.00000000         -3.35000000              X   1.05794106         -1.57750459                  1.00000000         -2.40569732e2            X   2.43179373e2       
65.0 0.0                 11.762986420909906  -5.39999948                  0.0                -4.09901151e-1              -1.11022302e-15      9.90689326                 -3.11491284e-16      3.77019219e-18              1.00000000         -3.35000000              X   1.05794106         -1.57750459                  1.00000000         -2.45569732e2            X   2.48179373e2       
66.0 0.0                 11.762986420909906  -5.49999948                  0.0                -4.09901151e-1              -1.11022302e-15      9.90689326                 -3.11491284e-16      3.77019219e-18              1.00000000         -3.35000000              X   1.05794106         -1.57750459                  1.00000000         -2.50569732e2            X   2.53179373e2       
67.0 0.0                 11.762986420909906  -5.59999948                  0.0                -4.09901151e-1              -1.11022302e-15      9.90689326                 -3.11491284e-16      3.77019219e-18              1.00000000         -3.35000000              X   1.05794106         -1.57750459                  1.00000000         -2.55569732e2            X   2.58179373e2       
68.0 0.0                 11.762986420909906  -5.69999948                  0.0                -4.09901151e-1              -1.11022302e-15      9.90689326                 -3.11491284e-16      3.77019219e-18              1.00000000         -3.35000000              X   1.05794106         -1.57750459                  1.00000000         -2.60569732e2            X   2.63179373e2       
69.0 0.0                 11.762986420909906  -5.79999948                  0.0                -4.09901151e-1              -1.11022302e-15      9.90689326                 -3.11491284e-16      3.77019219e-18              1.00000000         -3.35000000              X   1.05794106         -1.57750459                  1.00000000         -2.65569732e2            X   2.68179373e2       
70.0 0.0                 11.762986420909906  -5.89999948                  0.0                -4.09901151e-1              -1.11022302e-15      9.90689326                 -3.11491284e-16      3.77019219e-18              1.00000000         -3.35000000              X   1.05794106         -1.57750459                  1.00000000         -2.70569732e2            X   2.73179373e2       
71.0 0.0                 11.762986420909906  -5.99999948                  0.0                -4.09901151e-1              -1.11022302e-15      9.90689326                 -3.11491284e-16      3.77019219e-18              1.00000000         -3.35000000              X   1.05794106         -1.57750459                  1.00000000         -2.75569732e2            X   2.78179373e2       
72.0 0.0                 11.762986420909906  -6.09999948                  0.0                -4.09901151e-1              -1.11022302e-15      9.90689326                 -3.11491284e-16      3.77019219e-18              1.00000000         -3.35000000              X   1.05794106         -1.57750459                  1.00000000         -2.80569732e2            X   2.83179373e2       
73.0 0.0                 11.762986420909906  -6.19999948                  0.0                -4.09901151e-1              -1.11022302e-15      9.90689326                 -3.11491284e-16      3.77019219e-18              1.00000000         -3.35000000              X   1.05794106         -1.57750459                  1.00000000         -2.85569732e2            X   2.88179373e2       
74.0 0.0                 11.762986420909906  -6.29999948                  0.0                -4.09901151e-1              -1.11022302e-15      9.90689326                 -3.11491284e-16      3.77019219e-18              1.00000000         -3.35000000              X   1.05794106         -1.57750459                  1.00000000         -2.90569732e2            X   2.93179373e2       
75.0 0.0                 11.762986420909906  -6.39999948                  0.0                -4.09901151e-1              -1.11022302e-15      9.90689326                 -3.11491284e-16      3.77019219e-18              1.00000000         -3.35000000              X   1.05794106         -1.57750459                  1.00000000         -2.95569732e2            X   2.98179373e2       
76.0 0.0                 11.762986420909906  -6.49999948                  0.0                -4.09901151e-1              -1.11022302e-15      9.90689326                 -3.11491284e-16      3.77019219e-18              1.00000000         -3.35000000              X   1.05794106         -1.57750459                  1.00000000         -3.00569732e2            X   3.03179373e2       
77.0 0.0                 11.762986420909906  -6.59999948                  0.0                -4.09901151e-1              -1.11022302e-15      9.90689326                 -3.11491284e-16      3.77019219e-18              1.00000000         -3.35000000              X   1.05794106         -1.57750459                  1.00000000         -3.05569732e2            X   3.08179373e2       
