NodeID: 0.0
 nr   logfactor           convergence         gas_val_u                   gas_res             I                           I.eq                pH                          chargebalance       Ar[g].logact                Ar[g].tot           CO2[g].logact               CO2[g].tot         
                                                                          0.0                                             0.0                                             0.0                                             4.10000000e-2                                   1.00000000e-10     

 1.0  -0.9999999999998778 13.0                1.00000000e-1            X  1.00000000          1.00000000e-1            X  9.99998834e-2       7.00000000               X  2.28176141e-8      -15.0000000               X  4.08740445e-19     -15.0000000               X  2.27725032e-16     
 2.0  -0.9999999999999991 13.0                0.0                      X  1.00000000          1.00000000e-1            X  9.99998834e-2       7.00000000               X  2.28176141e-8      -14.9959000               X  1.00948530e-35     -15.0000000               X  2.27316291e-16     
 3.0  -0.9999999999999991 13.0               -1.00000000e-1            X  1.00000000          1.00000000e-1            X  9.99998834e-2       7.00000000               X  2.28176141e-8      -14.9918000               X  1.01906057e-35     -15.0000000               X  2.27316291e-16     
 4.0  -0.9999999999999991 13.0               -2.00000000e-1            X  1.00000000          1.00000000e-1            X  9.99998834e-2       7.00000000               X  2.28176141e-8      -14.9877000               X  1.02872667e-35     -15.0000000               X  2.27316291e-16     
 5.0  -0.9999999999999991 13.0               -3.00000000e-1            X  1.00000000          1.00000000e-1            X  9.99998834e-2       7.00000000               X  2.28176141e-8      -14.9836000               X  1.03848446e-35     -15.0000000               X  2.27316291e-16     
 6.0  -0.9999999999999991 13.0               -4.00000000e-1            X  1.00000000          1.00000000e-1            X  9.99998834e-2       7.00000000               X  2.28176141e-8      -14.9795000               X  1.04833479e-35     -15.0000000               X  2.27316291e-16     
 7.0  -0.9999999999999991 12.999999999999998 -5.00000000e-1            X  1.00000000          1.00000000e-1            X  9.99998834e-2       7.00000000               X  2.28176141e-8      -14.9754000               X  1.05827857e-35     -15.0000000               X  2.27316291e-16     
 8.0  -0.9999999999999991 12.999999999999998 -6.00000000e-1            X  1.00000000          1.00000000e-1            X  9.99998834e-2       7.00000000               X  2.28176141e-8      -14.9713000               X  1.06831666e-35     -15.0000000               X  2.27316291e-16     
 9.0  -0.9999999999999991 12.999999999999998 -7.00000000e-1            X  1.00000000          1.00000000e-1            X  9.99998834e-2       7.00000000               X  2.28176141e-8      -14.9672000               X  1.07844996e-35     -15.0000000               X  2.27316291e-16     
 10.0 -0.9999999999999991 12.999999999999998 -8.00000000e-1            X  1.00000000          1.00000000e-1            X  9.99998834e-2       7.00000000               X  2.28176141e-8      -14.9631000               X  1.08867939e-35     -15.0000000               X  2.27316291e-16     
 11.0 -0.9999999999999991 12.999999999999998 -9.00000000e-1            X  1.00000000          1.00000000e-1            X  9.99998834e-2       7.00000000               X  2.28176141e-8      -14.9590000               X  1.09900584e-35     -15.0000000               X  2.27316291e-16     
 12.0 -0.9999999999999991 12.999999999999998 -1.00000000               X  1.00000000          1.00000000e-1            X  9.99998834e-2       7.00000000               X  2.28176141e-8      -14.9549000               X  1.10943024e-35     -15.0000000               X  2.27316291e-16     
