NodeID: 0
 nr   logfactor           convergence         gas_val_u                   gas_res             logI                        I.eq                pH                          chargebalance      
                                                                          0.0                                             0.0                                             0.0                
 300  0                   9.63                1.00000000e-1            X -4.26579631e-4      -2.00000000               X  2.76575744e2        7.00000000               X -7.17387457e-5      
 300  0                   9.63                1.00426580e-1            X -4.26579631e-4      -2.00000000               X  2.76575744e2        7.00000000               X -7.17387457e-5      
 300  0                   9.63                1.00853159e-1            X -4.26579631e-4      -2.00000000               X  2.76575744e2        7.00000000               X -7.17387457e-5      
 300  0                   9.63                1.01279739e-1            X -4.26579631e-4      -2.00000000               X  2.76575744e2        7.00000000               X -7.17387457e-5      
 300  0                   9.63                1.01706319e-1            X -4.26579631e-4      -2.00000000               X  2.76575744e2        7.00000000               X -7.17387457e-5      
 300  0                   9.63                1.02132898e-1            X -4.26579631e-4      -2.00000000               X  2.76575744e2        7.00000000               X -7.17387457e-5      
 300  0                   9.63                1.02559478e-1            X -4.26579631e-4      -2.00000000               X  2.76575744e2        7.00000000               X -7.17387457e-5      
 300  0                   9.63                1.02986057e-1            X -4.26579631e-4      -2.00000000               X  2.76575744e2        7.00000000               X -7.17387457e-5      
 300  0                   9.63                1.03412637e-1            X -4.26579631e-4      -2.00000000               X  2.76575744e2        7.00000000               X -7.17387457e-5      
 300  0                   9.63                1.03839217e-1            X -4.26579631e-4      -2.00000000               X  2.76575744e2        7.00000000               X -7.17387457e-5      
 300  0                   9.63                1.04265796e-1            X -4.26579631e-4      -2.00000000               X  2.76575744e2        7.00000000               X -7.17387457e-5      
 300  0                   9.63                1.04692376e-1            X -4.26579631e-4      -2.00000000               X  2.76575744e2        7.00000000               X -7.17387457e-5      
 300  0                   9.63                1.05118956e-1            X -4.26579631e-4      -2.00000000               X  2.76575744e2        7.00000000               X -7.17387457e-5      
 300  0                   9.63                1.05545535e-1            X -4.26579631e-4      -2.00000000               X  2.76575744e2        7.00000000               X -7.17387457e-5      
 300  0                   9.63                1.05972115e-1            X -4.26579631e-4      -2.00000000               X  2.76575744e2        7.00000000               X -7.17387457e-5      
 300  0                   9.63                1.06398694e-1            X -4.26579631e-4      -2.00000000               X  2.76575744e2        7.00000000               X -7.17387457e-5      
 300  0                   9.63                1.06825274e-1            X -4.26579631e-4      -2.00000000               X  2.76575744e2        7.00000000               X -7.17387457e-5      
 300  0                   9.63                1.07251854e-1            X -4.26579631e-4      -2.00000000               X  2.76575744e2        7.00000000               X -7.17387457e-5      
 300  0                   9.63                1.07678433e-1            X -4.26579631e-4      -2.00000000               X  2.76575744e2        7.00000000               X -7.17387457e-5      
 300  0                   9.63                1.08105013e-1            X -4.26579631e-4      -2.00000000               X  2.76575744e2        7.00000000               X -7.17387457e-5      
 300  0                   9.63                1.08531593e-1            X -4.26579631e-4      -2.00000000               X  2.76575744e2        7.00000000               X -7.17387457e-5      
 300  0                   9.63                1.08958172e-1            X -4.26579631e-4      -2.00000000               X  2.76575744e2        7.00000000               X -7.17387457e-5      
 300  0                   9.63                1.09384752e-1            X -4.26579631e-4      -2.00000000               X  2.76575744e2        7.00000000               X -7.17387457e-5      
 300  0                   9.63                1.09811332e-1            X -4.26579631e-4      -2.00000000               X  2.76575744e2        7.00000000               X -7.17387457e-5      
 300  0                   9.63                1.10237911e-1            X -4.26579631e-4      -2.00000000               X  2.76575744e2        7.00000000               X -7.17387457e-5      
 300  0                   9.63                1.10664491e-1            X -4.26579631e-4      -2.00000000               X  2.76575744e2        7.00000000               X -7.17387457e-5      
 300  0                   9.63                1.11091070e-1            X -4.26579631e-4      -2.00000000               X  2.76575744e2        7.00000000               X -7.17387457e-5      
