NodeID: 0.0
 nr   logfactor           convergence         I                           I.eq                charge_unknown              chargebalance       CO2[g].logact               CO2[g].tot          Calcite[s].logact           Calcite[s].tot      pH                          H.tot               Calcite[s].un               Calcite[s].eq       Aragonite[s].un             Aragonite[s].eq     Halite[s].un                Halite[s].eq        Lime[s].un                  Lime[s].eq          Natron[s].un                Natron[s].eq        Portlandite[s].un           Portlandite[s].eq   Thermonatrite[s].un         Thermonatrite[s].eq
                                                                          0.0                                             0.0                                             1.00000000e-20                                  1.00000000                                      1.00000000e-9                                   0.0                                             0.0                                             0.0                                             0.0                                             0.0                                             0.0                                             0.0                

 1.0  0.0                 12.999945833836996  1.00000000e-1            X  9.78303568e-2      -1.00000000e-3            X -1.03063179e-3      -15.0000000               X -1.24714422e-4      -15.0000000               X  1.24714422e-4       7.00000000               X  2.49424497e-4      -1.00000000e-3              -14.9990000         -1.00000000e-3              -15.1790000         -1.00000000e-3              -7.30047000         -1.00000000e-3              -23.0313000         -1.00000000e-3              -23.8350000         -1.00000000e-3              -13.1360000         -1.00000000e-3              -25.7830000         
 2.0  0.0                 12.99996582423985   1.00000000e-1            X  9.60583485e-2       3.91245647e-3            X  5.16547862e-3      -14.0000000               X -7.86894997e-5      -14.0000000               X  7.86894997e-5       7.10000000               X  1.57314110e-4      -1.00000000e-3              -13.9990000         -1.00000000e-3              -14.1790000         -1.00000000e-3              -6.91020129         -1.00000000e-3              -23.0313000         -1.00000000e-3              -21.2524026         -1.00000000e-3              -13.1360000         -1.00000000e-3              -23.2004026         
 3.0  0.0                 12.999945833836996  1.00000000e-1            X  9.08872547e-2      -1.18481200e-2            X -1.49168360e-2      -15.0000000               X -1.24714422e-4      -15.0000000               X  1.24714422e-4       7.00000000               X  2.49424497e-4      -1.00000000e-3              -14.9990000         -1.00000000e-3              -15.1790000         -1.00000000e-3              -6.49266042         -1.00000000e-3              -23.0313000         -1.00000000e-3              -23.8350000         -1.00000000e-3              -13.1360000         -1.00000000e-3              -25.7830000         
 4.0  0.0                 12.99996582423985   1.00000000e-1            X  8.35261819e-2      -2.34931057e-2            X -2.99151836e-2      -14.0000000               X -7.86894997e-5      -14.0000000               X  7.86894997e-5       7.10000000               X  1.57314110e-4      -1.00000000e-3              -13.9990000         -1.00000000e-3              -14.1790000         -1.00000000e-3              -6.21245614         -1.00000000e-3              -23.0313000         -1.00000000e-3              -22.6350000         -1.00000000e-3              -13.1360000         -1.00000000e-3              -24.5830000         
 5.0  0.0                 12.999945833836996  1.00000000e-1            X  8.09861353e-2       2.73179388e-2            X  3.52179238e-2      -15.0000000               X -1.24714422e-4      -15.0000000               X  1.24714422e-4       7.00000000               X  2.49424497e-4      -1.00000000e-3              -14.9990000         -1.00000000e-3              -15.1790000         -1.00000000e-3              -6.14943836         -1.00000000e-3              -23.0313000         -1.00000000e-3              -20.9308767         -1.00000000e-3              -13.1360000         -1.00000000e-3              -22.8788767         
 6.0  -0.0580272664518512 12.99996582423985   1.00000000e-1            X  5.20438660e-2      -7.26820612e-2            X -9.28798154e-2      -14.0000000               X -7.86894997e-5      -14.0000000               X  7.86894997e-5       7.10000000               X  1.57314110e-4      -1.00000000e-3              -13.9990000         -1.00000000e-3              -14.1790000         -1.00000000e-3              -5.73413823         -1.00000000e-3              -23.0313000         -1.00000000e-3              -22.6350000         -1.00000000e-3              -13.1360000         -1.00000000e-3              -24.5830000         
 7.0  -0.4009571969526336 12.999945833836996  1.00000000e-1            X  8.09861353e-2       2.73179388e-2            X  3.52179238e-2      -15.0000000               X -1.24714422e-4      -15.0000000               X  1.24714422e-4       7.00000000               X  2.49424497e-4      -1.00000000e-3              -14.9990000         -1.00000000e-3              -15.1790000         -1.00000000e-3              -6.14943836         -1.00000000e-3              -23.0313000         -1.00000000e-3              -20.9308767         -1.00000000e-3              -13.1360000         -1.00000000e-3              -22.8788767         
 8.0  -0.0580272664518465 12.99996582423985   1.00000000e-1            X  5.20438660e-2      -7.26820612e-2            X -9.28798154e-2      -14.0000000               X -7.86894997e-5      -14.0000000               X  7.86894997e-5       7.10000000               X  1.57314110e-4      -1.00000000e-3              -13.9990000         -1.00000000e-3              -14.1790000         -1.00000000e-3              -5.73413823         -1.00000000e-3              -23.0313000         -1.00000000e-3              -22.6350000         -1.00000000e-3              -13.1360000         -1.00000000e-3              -24.5830000         
 9.0  -0.4009571969526336 12.999945833836996  1.00000000e-1            X  8.09861353e-2       2.73179388e-2            X  3.52179238e-2      -15.0000000               X -1.24714422e-4      -15.0000000               X  1.24714422e-4       7.00000000               X  2.49424497e-4      -1.00000000e-3              -14.9990000         -1.00000000e-3              -15.1790000         -1.00000000e-3              -6.14943836         -1.00000000e-3              -23.0313000         -1.00000000e-3              -20.9308767         -1.00000000e-3              -13.1360000         -1.00000000e-3              -22.8788767         
 10.0 -0.0580272664518465 12.99996582423985   1.00000000e-1            X  5.20438660e-2      -7.26820612e-2            X -9.28798154e-2      -14.0000000               X -7.86894997e-5      -14.0000000               X  7.86894997e-5       7.10000000               X  1.57314110e-4      -1.00000000e-3              -13.9990000         -1.00000000e-3              -14.1790000         -1.00000000e-3              -5.73413823         -1.00000000e-3              -23.0313000         -1.00000000e-3              -22.6350000         -1.00000000e-3              -13.1360000         -1.00000000e-3              -24.5830000         
