Anhydrite[s].si          	Ar[g].logact             	Aragonite[s].si          	CO2[g].con               	CO2[g].logact            	CO3-2.con                	Ca+2.con                 	Ca+2.logact              	Ca+2.tot                 	Calcite[s].si            	Calcite[s].tot           	Calcite[s].un            	Cl-.logact               	Cl-.tot                  	Dolomite[s].si           	F-.logact                	F-.tot                   	Fluorite[s].si           	Gypsum[s].si             	H2O.logact               	HCO3-.con                	HCO3-.logact             	HCO3-.tot                	I                        	K+.logact                	K+.tot                   	Mg+2.logact              	Mg+2.tot                 	Na+.logact               	Na+.tot                  	Node_ID                  	SO4-2.logact             	SO4-2.tot                	T                        	chargebalance            	deltaSIcalcite           	gas_res                  	gas_val_u                	logI                     	minTol                   	pH                       	
-1.20370382              	 0.0                     	 6.04440834e-2           	 9.14284002e-3           	-2.03891888              	 4.62626965e-6           	 3.35726366e-3           	-2.68692698              	 4.11680000e-3           	 2.42093231e-1           	 0.0                     	-1.00000000e-3           	-4.07190340              	 9.57910000e-5           	 2.79912345e-2           	-4.36644845              	 5.26320000e-5           	-9.16525593e-1           	-9.50500518e-1           	-8.87260525e-5           	 3.30018010e-3           	-2.53266210              	 5.04750000e-3           	 1.49584321e-2           	-3.49717535              	 3.63170000e-4           	-3.26344162              	 1.04480000e-3           	-3.71114457              	 2.21740000e-4           	 0.0                     	-2.87380837              	 2.94580000e-3           	 2.97450000e2            	 1.39524547e-3           	 0.0                     	 0.0                     	 1.03904957              	-1.82511393              	 0.0                     	 7.32000000              	
-1.18949333              	 0.0                     	-3.91304595e-2           	 1.07910800e-2           	-1.96693509              	 3.62954124e-6           	 3.41591220e-3           	-2.68132562              	 4.19160000e-3           	 1.41810961e-1           	 0.0                     	-1.00000000e-3           	-4.04681437              	 1.01600000e-4           	-1.34056530e-1           	-4.32816556              	 5.78950000e-5           	-8.35773894e-1           	-9.37743320e-1           	-8.99499142e-5           	 3.15576375e-3           	-2.55254440              	 5.17860000e-3           	 1.52619973e-2           	-3.47975181              	 3.78520000e-4           	-3.22347788              	 1.15180000e-3           	-3.82813623              	 1.69570000e-4           	 0.0                     	-2.86647316              	 3.02900000e-3           	 2.97750000e2            	 1.69715138e-3           	 0.0                     	 0.0                     	 1.04123871              	-1.81638863              	 0.0                     	 7.23000000              	
-1.17883437              	 0.0                     	-7.81991230e-2           	 1.12539243e-2           	-1.94869601              	 3.29707057e-6           	 3.42808190e-3           	-2.67957935              	 4.21660000e-3           	 1.02506705e-1           	 0.0                     	-1.00000000e-3           	-3.82741872              	 1.68360000e-4           	-2.42644512e-1           	-4.32646261              	 5.78950000e-5           	-8.31092904e-1           	-9.27567155e-1           	-8.98655260e-5           	 3.06672876e-3           	-2.56492602              	 5.16220000e-3           	 1.52217778e-2           	-3.49471314              	 3.65730000e-4           	-3.25309402              	 1.07770000e-3           	-3.82812836              	 1.69570000e-4           	 0.0                     	-2.85798454              	 3.08110000e-3           	 2.97850000e2            	 1.51089092e-3           	 0.0                     	 0.0                     	 1.04188381              	-1.81753462              	 0.0                     	 7.20000000              	
-1.19726393              	 0.0                     	-3.47340850e-2           	 1.03988993e-2           	-1.98301263              	 3.64213313e-6           	 3.42861361e-3           	-2.67801196              	 4.19160000e-3           	 1.46915063e-1           	 0.0                     	-1.00000000e-3           	-4.08532301              	 9.28880000e-5           	-1.60597160e-1           	-4.32588837              	 5.78950000e-5           	-8.26490412e-1           	-9.44059516e-1           	-8.81717425e-5           	 3.12245034e-3           	-2.55675530              	 5.08030000e-3           	 1.49947926e-2           	-3.49720688              	 3.63170000e-4           	-3.25275865              	 1.06950000e-3           	-3.88722471              	 1.47830000e-4           	 0.0                     	-2.87628350              	 2.94580000e-3           	 2.97450000e2            	 1.70672345e-3           	 0.0                     	 0.0                     	 1.04030567              	-1.82405954              	 0.0                     	 7.24000000              	
-1.19634913              	 0.0                     	 2.03826573e-1           	 7.70049064e-3           	-2.11348160              	 6.46753992e-6           	 3.40674592e-3           	-2.68232729              	 4.19160000e-3           	 3.87132649e-1           	 0.0                     	-1.00000000e-3           	-4.04677305              	 1.01600000e-4           	 3.14158035e-1           	-4.28794035              	 6.31580000e-5           	-7.51595830e-1           	-9.39752965e-1           	-9.06440364e-5           	 3.62035929e-3           	-2.49286074              	 5.14590000e-3           	 1.52959000e-2           	-3.53935281              	 3.29920000e-4           	-3.25302770              	 1.07770000e-3           	-3.97211279              	 1.21740000e-4           	 0.0                     	-2.86807091              	 2.99780000e-3           	 2.96750000e2            	 1.01213467e-3           	 0.0                     	 0.0                     	 1.03637785              	-1.81542496              	 0.0                     	 7.43000000              	
-1.21230129              	 0.0                     	 5.87164682e-1           	 3.78832942e-3           	-2.42155226              	 1.65100265e-5           	 3.35184732e-3           	-2.68980218              	 4.14170000e-3           	 7.75729515e-1           	 0.0                     	-1.00000000e-3           	-4.05948085              	 9.86940000e-5           	 1.05613618              	-4.28594696              	 6.31580000e-5           	-7.44566430e-1           	-9.44929521e-1           	-9.30686296e-5           	 4.21345862e-3           	-2.42707700              	 5.11310000e-3           	 1.55027851e-2           	-3.50698558              	 3.55500000e-4           	-3.26484898              	 1.05310000e-3           	-3.87552523              	 1.52170000e-4           	 0.0                     	-2.86708241              	 2.97700000e-3           	 2.94550000e2            	 2.97148319e-4           	 0.0                     	 0.0                     	 1.02888899              	-1.80959027              	 0.0                     	 7.79000000              	
-1.22503910              	 0.0                     	 8.58753198e-1           	 2.11887192e-3           	-2.67389529              	 3.18233447e-5           	 3.29225135e-3           	-2.69714154              	 4.09180000e-3           	 1.04949205              	 0.0                     	-1.00000000e-3           	-4.04676492              	 1.01600000e-4           	 1.59048311              	-4.36395394              	 5.26320000e-5           	-9.03571707e-1           	-9.53211386e-1           	-9.34684595e-5           	 4.44549393e-3           	-2.40369188              	 5.09670000e-3           	 1.54803060e-2           	-3.50372213              	 3.58060000e-4           	-3.27260486              	 1.03660000e-3           	-3.85139981              	 1.60870000e-4           	 0.0                     	-2.86856762              	 2.94580000e-3           	 2.93650000e2            	-7.93313999e-5           	 0.0                     	 0.0                     	 1.02587460              	-1.81022046              	 0.0                     	 8.06000000              	
-1.23075011              	 0.0                     	 1.00536946              	 1.17865700e-3           	-2.92861256              	 4.61525759e-5           	 3.19715343e-3           	-2.70800770              	 3.99200000e-3           	 1.19805200              	 0.0                     	-1.00000000e-3           	-4.01061728              	 1.10300000e-4           	 1.89420126              	-4.36320553              	 5.26320000e-5           	-9.09053689e-1           	-9.54930710e-1           	-8.98990367e-5           	 4.05408572e-3           	-2.44328398              	 4.55590000e-3           	 1.52103261e-2           	-3.49411364              	 3.65730000e-4           	-3.26546324              	 1.05310000e-3           	-3.86291790              	 1.56520000e-4           	 0.0                     	-2.85991385              	 2.97700000e-3           	 2.92850000e2            	 1.75412028e-5           	 0.0                     	 0.0                     	 1.02379329              	-1.81786147              	 0.0                     	 8.27000000              	
-1.23992381              	 0.0                     	 1.00014076              	 1.13162558e-3           	-2.94629724              	 4.62365217e-5           	 3.13990266e-3           	-2.71457474              	 3.91720000e-3           	 1.19306700              	 0.0                     	-1.00000000e-3           	-4.05858198              	 9.86940000e-5           	 1.88909435              	-4.32130402              	 5.78950000e-5           	-8.31330294e-1           	-9.63601793e-1           	-8.83917529e-5           	 3.98613451e-3           	-2.45032499              	 4.47390000e-3           	 1.49998368e-2           	-3.50297599              	 3.58060000e-4           	-3.26573663              	 1.04900000e-3           	-3.92751774              	 1.34780000e-4           	 0.0                     	-2.86208183              	 2.94580000e-3           	 2.92750000e2            	-2.64576550e-5           	 0.0                     	 0.0                     	 1.02360716              	-1.82391347              	 0.0                     	 8.28000000              	
-1.25546275              	 0.0                     	 1.04328262              	 8.79894216e-4           	-3.05556954              	 5.38049449e-5           	 3.01447656e-3           	-2.73036818              	 3.76750000e-3           	 1.23914639              	 0.0                     	-1.00000000e-3           	-4.05810427              	 9.86940000e-5           	 1.98266442              	-4.36143076              	 5.26320000e-5           	-9.21502158e-1           	-9.73115295e-1           	-8.66368500e-5           	 3.87771867e-3           	-2.46185515              	 4.32650000e-3           	 1.47488833e-2           	-3.49331742              	 3.65730000e-4           	-3.26287533              	 1.05310000e-3           	-3.91333212              	 1.39130000e-4           	 0.0                     	-2.85653979              	 2.94580000e-3           	 2.91550000e2            	-2.14063666e-4           	 0.0                     	 0.0                     	 1.02174382              	-1.83124086              	 0.0                     	 8.37000000              	
