Anhydrite[s].si          	Ar[g].logact             	Aragonite[s].si          	CO2[g].con               	CO2[g].logact            	CO3-2.con                	Ca+2.con                 	Ca+2.logact              	Ca+2.tot                 	Calcite[s].si            	Calcite[s].tot           	Calcite[s].un            	Cl-.logact               	Cl-.tot                  	Dolomite[s].si           	F-.logact                	F-.tot                   	Fluorite[s].si           	Gypsum[s].si             	H2O.logact               	HCO3-.con                	HCO3-.logact             	HCO3-.tot                	I                        	K+.logact                	K+.tot                   	Mg+2.logact              	Mg+2.tot                 	Na+.logact               	Na+.tot                  	Node_ID                  	SO4-2.logact             	SO4-2.tot                	T                        	chargebalance            	deltaSIcalcite           	gas_res                  	gas_val_u                	logI                     	minTol                   	pH                       	
-1.36900801              	 0.0                     	 7.00577884e-1           	 8.83358454e-4           	-3.05386303              	 2.93135588e-5           	 2.50873316e-3           	-2.79476921              	 3.04390000e-3           	 9.06410474e-1           	 0.0                     	-1.00000000e-3           	-3.98368630              	 1.16110000e-4           	 1.26684930              	-4.50692832              	 3.68420000e-5           	-1.25696067              	-1.06619526              	-7.20259693e-5           	 3.11148390e-3           	-2.55386618              	 3.44150000e-3           	 1.25190212e-2           	-3.58754320              	 2.91560000e-4           	-3.31910211              	 8.76180000e-4           	-3.89566978              	 1.43480000e-4           	 0.0                     	-2.88774014              	 2.56060000e-3           	 2.87550000e2            	-3.42182805e-4           	 0.0                     	 0.0                     	 1.01709189              	-1.90242962              	 0.0                     	 8.25000000              	
-1.40978255              	 0.0                     	 4.69382952e-1           	 7.11981674e-4           	-3.14753118              	 2.14995394e-5           	 2.59199210e-3           	-2.77849952              	 3.05000000e-3           	 2.13520781e-1           	 0.0                     	-1.00000000e-3           	-3.98380000              	 1.15940000e-4           	 6.54394378e-1           	-4.50091555              	 3.68420000e-5           	-1.15205497              	-1.02844591              	-7.29574111e-5           	 3.16059576e-3           	-2.54660096              	 3.44260000e-3           	 1.28191763e-2           	-3.58567941              	 2.92310000e-4           	-3.30465406              	 8.87500000e-4           	-3.89547347              	 1.43480000e-4           	 0.0                     	-2.87583493              	 2.56250000e-3           	 2.73150000e2            	-2.81058068e-4           	 5.00000000e-1           	 0.0                     	 1.00685450              	-1.89213988              	 0.0                     	 8.25000000              	
-1.56839471              	 0.0                     	-7.30775341e-1           	 1.06657112e-2           	-1.97201018              	 1.00338443e-6           	 2.23328763e-3           	-2.82372040              	 2.55000000e-3           	-5.38822929e-1           	 0.0                     	-1.00000000e-3           	-4.06247221              	 9.56520000e-5           	-1.56238708              	-4.64781081              	 2.63160000e-5           	-1.59543720              	-1.29400392              	-5.58271905e-5           	 1.83307599e-3           	-2.77857140              	 3.83610000e-3           	 9.34629477e-3           	-3.80417260              	 1.74360000e-4           	-3.36830030              	 7.08330000e-4           	-4.00925300              	 1.08700000e-4           	 0.0                     	-3.08315997              	 1.56250000e-3           	 2.93150000e2            	 1.66186596e-3           	 0.0                     	 0.0                     	 1.03370429              	-2.02936053              	 0.0                     	 6.98000000              	
-1.53699163              	 0.0                     	-8.19715365e-1           	 1.17477864e-2           	-1.93004396              	 8.03969506e-7           	 2.29006063e-3           	-2.81462536              	 2.62500000e-3           	-6.27762953e-1           	 0.0                     	-1.00000000e-3           	-3.99038594              	 1.13040000e-4           	-1.75023638              	-4.56918876              	 3.15790000e-5           	-1.42909806              	-1.26260340              	-5.71091984e-5           	 1.72016968e-3           	-2.80660646              	 3.91800000e-3           	 9.57131205e-3           	-3.77394060              	 1.87180000e-4           	-3.36917451              	 7.12500000e-4           	-3.94532775              	 1.26090000e-4           	 0.0                     	-3.06085192              	 1.65630000e-3           	 2.93150000e2            	 1.75648060e-3           	 0.0                     	 0.0                     	 1.03478630              	-2.01902852              	 0.0                     	 6.91000000              	
-1.53257219              	 0.0                     	-8.44460681e-1           	 1.20424169e-2           	-1.91928634              	 7.51203492e-7           	 2.31261739e-3           	-2.81012863              	 2.65000000e-3           	-6.52508268e-1           	 0.0                     	-1.00000000e-3           	-4.00161303              	 1.10140000e-4           	-1.81678615              	-4.56867978              	 3.15790000e-5           	-1.42358337              	-1.25818330              	-5.67766234e-5           	 1.68373100e-3           	-2.81584851              	 3.93440000e-3           	 9.54124430e-3           	-3.79836269              	 1.76920000e-4           	-3.38173691              	 6.91670000e-4           	-4.02744742              	 1.04350000e-4           	 0.0                     	-3.06092922              	 1.65630000e-3           	 2.93150000e2            	 1.77328946e-3           	 0.0                     	 0.0                     	 1.03508095              	-2.02039498              	 0.0                     	 6.89000000              	
-1.54876840              	 0.0                     	-6.87906549e-1           	 1.03612989e-2           	-1.98458580              	 1.12044254e-6           	 2.24396079e-3           	-2.82338526              	 2.57500000e-3           	-4.94736433e-1           	 0.0                     	-1.00000000e-3           	-4.02510768              	 1.04350000e-4           	-1.48028942              	-4.56890558              	 3.15790000e-5           	-1.43485620              	-1.27188460              	-5.74704140e-5           	 1.92407249e-3           	-2.75794001              	 3.88520000e-3           	 9.58027526e-3           	-3.78597916              	 1.82050000e-4           	-3.36689249              	 7.16670000e-4           	-3.93065855              	 1.30430000e-4           	 0.0                     	-3.06167693              	 1.64580000e-3           	 2.92650000e2            	 1.48380683e-3           	 0.0                     	 0.0                     	 1.03270001              	-2.01862201              	 0.0                     	 7.01000000              	
-1.55483329              	 0.0                     	-4.65279324e-1           	 7.93207151e-3           	-2.10061338              	 1.94073621e-6           	 2.26579033e-3           	-2.82003067              	 2.60000000e-3           	-2.65957734e-1           	 0.0                     	-1.00000000e-3           	-4.00186753              	 1.10140000e-4           	-1.07872140              	-4.56739953              	 3.15790000e-5           	-1.41618656              	-1.26534221              	-5.90897743e-5           	 2.31528664e-3           	-2.67776008              	 3.88520000e-3           	 9.77768259e-3           	-3.81787760              	 1.69230000e-4           	-3.38341779              	 6.91670000e-4           	-4.02787385              	 1.04350000e-4           	 0.0                     	-3.06002375              	 1.64580000e-3           	 2.90150000e2            	 1.03667498e-3           	 0.0                     	 0.0                     	 1.02704750              	-2.00976407              	 0.0                     	 7.19000000              	
-1.55433055              	 0.0                     	-1.81124216e-1           	 5.59170279e-3           	-2.25245592              	 3.78436215e-6           	 2.25470370e-3           	-2.82403133              	 2.60000000e-3           	 1.81973745e-2           	 0.0                     	-1.00000000e-3           	-4.01388290              	 1.07250000e-4           	-5.01947047e-1           	-4.56797275              	 3.15790000e-5           	-1.42133365              	-1.26484286              	-6.07820977e-5           	 2.71144756e-3           	-2.60960431              	 3.85250000e-3           	 1.00185393e-2           	-3.82499139              	 1.66670000e-4           	-3.37895431              	 7.04170000e-4           	-4.01072779              	 1.08700000e-4           	 0.0                     	-3.05552036              	 1.66670000e-3           	 2.90150000e2            	 6.08894356e-4           	 0.0                     	 0.0                     	 1.02470706              	-1.99919559              	 0.0                     	 7.41000000              	
-1.56272025              	 0.0                     	 2.94472526e-1           	 2.52236578e-3           	-2.59819193              	 1.18117994e-5           	 2.19148281e-3           	-2.83770579              	 2.55000000e-3           	 4.95037153e-1           	 0.0                     	-1.00000000e-3           	-4.00266589              	 1.10140000e-4           	 4.43703666e-1           	-4.56736475              	 3.15790000e-5           	-1.43130605              	-1.27068830              	-6.27674651e-5           	 3.24377654e-3           	-2.53206691              	 3.83610000e-3           	 1.02099045e-2           	-3.79943965              	 1.76920000e-4           	-3.39336092              	 6.87500000e-4           	-3.96207228              	 1.21740000e-4           	 0.0                     	-3.04799813              	 1.68750000e-3           	 2.89650000e2            	-1.27784397e-4           	 0.0                     	 0.0                     	 1.02104513              	-1.99097832              	 0.0                     	 7.83000000              	
-1.57886118              	 0.0                     	 3.78227027e-1           	 1.68444737e-3           	-2.77354255              	 1.53627653e-5           	 2.15637521e-3           	-2.84317774              	 2.50000000e-3           	 5.87614548e-1           	 0.0                     	-1.00000000e-3           	-4.01382822              	 1.07250000e-4           	 5.79210643e-1           	-4.56538931              	 3.15790000e-5           	-1.41518133              	-1.26874033              	-6.17835475e-5           	 3.22545663e-3           	-2.53416822              	 3.67210000e-3           	 1.01354903e-2           	-3.81833112              	 1.69230000e-4           	-3.39668980              	 6.79170000e-4           	-3.97759015              	 1.17390000e-4           	 0.0                     	-3.04278590              	 1.68750000e-3           	 2.86150000e2            	-2.41038695e-4           	 0.0                     	 0.0                     	 1.01649755              	-1.99415524              	 0.0                     	 7.98000000              	
-1.57936900              	 0.0                     	 3.10042370e-1           	 1.89099810e-3           	-2.72330891              	 1.31021817e-5           	 2.13569228e-3           	-2.84671041              	 2.47500000e-3           	 5.18156287e-1           	 0.0                     	-1.00000000e-3           	-4.00211720              	 1.10140000e-4           	 4.49439186e-1           	-4.56531497              	 3.15790000e-5           	-1.42111251              	-1.27185735              	-6.09380871e-5           	 3.12834881e-3           	-2.54728968              	 3.60660000e-3           	 1.00319921e-2           	-3.81165952              	 1.71790000e-4           	-3.39855354              	 6.75000000e-4           	-4.01078365              	 1.08700000e-4           	 0.0                     	-3.04205354              	 1.68750000e-3           	 2.86650000e2            	-1.98911755e-4           	 0.0                     	 0.0                     	 1.01718982              	-1.99861282              	 0.0                     	 7.92000000              	
-1.58151733              	 0.0                     	 3.44438850e-1           	 1.58489252e-3           	-2.80000019              	 1.44546474e-5           	 2.08919555e-3           	-2.85562391              	 2.42500000e-3           	 5.52552767e-1           	 0.0                     	-1.00000000e-3           	-3.99066860              	 1.13040000e-4           	 5.40441043e-1           	-4.56551437              	 3.15790000e-5           	-1.43042482              	-1.27400317              	-5.96846495e-5           	 3.00935116e-3           	-2.56397970              	 3.42620000e-3           	 9.94783848e-3           	-3.83142797              	 1.64100000e-4           	-3.38525813              	 6.95830000e-4           	-4.04686529              	 1.00000000e-4           	 0.0                     	-3.03528837              	 1.70830000e-3           	 2.86650000e2            	-2.01574038e-4           	 0.0                     	 0.0                     	 1.01688375              	-2.00227127              	 0.0                     	 7.98000000              	
-1.68855647              	 0.0                     	 3.03958128e-1           	 1.08891900e-3           	-2.96300442              	 1.51586122e-5           	 1.81301598e-3           	-2.90735970              	 2.07500000e-3           	 5.18484888e-1           	 0.0                     	-1.00000000e-3           	-3.94578289              	 1.24640000e-4           	 4.54021836e-1           	-4.56047603              	 3.15790000e-5           	-1.45925824              	-1.36788223              	-5.28054206e-5           	 2.69187276e-3           	-2.61007922              	 3.00000000e-3           	 8.79710497e-3           	-3.87141985              	 1.48720000e-4           	-3.41763363              	 6.25000000e-4           	-4.00794855              	 1.08700000e-4           	 0.0                     	-3.07904860              	 1.47920000e-3           	 2.84150000e2            	-2.66862633e-4           	 0.0                     	 0.0                     	 1.01409416              	-2.05566023              	 0.0                     	 8.08000000              	
-1.72396732              	 0.0                     	 1.19985012e-1           	 9.17189570e-4           	-3.03754089              	 1.18680874e-5           	 1.84572604e-3           	-2.89790750              	 2.07500000e-3           	-1.35877159e-1           	 0.0                     	-1.00000000e-3           	-3.94536124              	 1.24640000e-4           	-3.24806092e-2           	-4.55661140              	 3.15790000e-5           	-1.38285464              	-1.34259120              	-5.32142075e-5           	 2.71117960e-3           	-2.60659093              	 3.00000000e-3           	 8.90785149e-3           	-3.87088311              	 1.48720000e-4           	-3.41214114              	 6.25000000e-4           	-4.00774016              	 1.08700000e-4           	 0.0                     	-3.07061173              	 1.47920000e-3           	 2.73150000e2            	-2.54684445e-4           	 5.00000000e-1           	 0.0                     	 1.00705999              	-2.05022703              	 0.0                     	 8.08000000              	
 2.92743559              	 0.0                     	 4.77634052              	 2.28761277e-5           	-4.64061749              	 4.81130941e-14          	 4.42494848e-1           	 4.66964202              	 20.0000000              	 4.92277339              	 0.0                     	-1.00000000e-3           	-2.76274184              	 9.57910000e-5           	 9.54864857              	-5.93790556              	 5.00000000              	 3.22669663              	 2.74771083              	-1.80456064e-1           	 6.91267622e-6           	-5.40752296              	 10.0000000              	 10.5358878              	-2.18402947              	 3.63170000e-4           	 4.04570285              	 10.0000000              	-2.39829586              	 2.21740000e-4           	 0.0                     	-6.16262728              	 10.0000000              	 3.13150000e2            	 19.9762023              	 0.0                     	 0.0                     	 1.04819724              	 1.02267114              	 0.0                     	 7.32000000              	
