Anhydrite[s].si          	Ar[g].logact             	Aragonite[s].si          	CO2[g].con               	CO2[g].logact            	CO3-2.con                	Ca+2.con                 	Ca+2.logact              	Ca+2.tot                 	Calcite[s].si            	Calcite[s].tot           	Calcite[s].un            	Cl-.logact               	Cl-.tot                  	Dolomite[s].si           	F-.logact                	F-.tot                   	Fluorite[s].si           	Gypsum[s].si             	H2O.logact               	HCO3-.con                	HCO3-.logact             	HCO3-.tot                	I                        	K+.logact                	K+.tot                   	Mg+2.logact              	Mg+2.tot                 	Na+.logact               	Na+.tot                  	Node_ID                  	SO4-2.logact             	SO4-2.tot                	T                        	chargebalance            	deltaSIcalcite           	gas_res                  	gas_val_u                	logI                     	minTol                   	pH                       	
-1.48920810              	 0.0                     	-2.05832590e-1           	 4.16869383e-4           	-3.38000000              	 5.00538218e-6           	 1.66726934e-3           	-2.95288315              	 3.04390000e-3           	 0.0                     	 1.03319479e-3           	 1.03319479e-3           	-3.97885260              	 1.16110000e-4           	-3.68237581e-1           	-4.50116391              	 3.68420000e-5           	-1.40354579              	-1.18634764              	-4.81747364e-5           	 8.93741732e-4           	-3.09107101              	 3.44150000e-3           	 9.82374857e-3           	-3.58304948              	 2.91560000e-4           	-3.29948198              	 8.76180000e-4           	-3.89041588              	 1.43480000e-4           	 2.00000000              	-2.84982629              	 2.56060000e-3           	 2.87550000e2            	 0.0                     	 0.0                     	 0.0                     	 1.01662629              	-2.00772276              	 0.0                     	 8.03890829              	
-1.42258007              	 0.0                     	 2.03250214e-1           	 4.16869383e-4           	-3.38000000              	 1.22123914e-5           	 2.35500086e-3           	-2.80957297              	 3.05000000e-3           	-5.26119572e-2           	 0.0                     	-2.63059786e-2           	-3.98115771              	 1.15940000e-4           	 1.33226763e-15          	-4.49369187              	 3.68420000e-5           	-1.16868105              	-1.04121540              	-5.89418451e-5           	 1.83451420e-3           	-2.78035801              	 3.44260000e-3           	 1.12380612e-2           	-3.58318775              	 2.92310000e-4           	-3.45785641              	 8.87500000e-4           	-3.89244006              	 1.43480000e-4           	 2.00000000              	-2.85755901              	 2.56250000e-3           	 2.73150000e2            	 0.0                     	 5.00000000e-1           	 0.0                     	 1.00655959              	-1.94930861              	 0.0                     	 8.24869776              	
-1.80172130              	 0.0                     	-1.91952412e-1           	 4.16869383e-4           	-3.38000000              	 6.42438132e-6           	 1.08529826e-3           	-3.11418869              	 2.55000000e-3           	-4.44089210e-16          	 1.28997312e-3           	 1.28997312e-3           	-4.05674039              	 9.56520000e-5           	-1.77691365e-1           	-4.63976114              	 2.63160000e-5           	-1.86980614              	-1.52728784              	-3.44928194e-5           	 9.29877536e-4           	-3.06791003              	 3.83610000e-3           	 6.77472809e-3           	-3.79878667              	 1.74360000e-4           	-3.35171873              	 7.08330000e-4           	-4.00363235              	 1.08700000e-4           	 2.00000000              	-3.02601826              	 1.56250000e-3           	 2.93150000e2            	 0.0                     	 0.0                     	 0.0                     	 1.02345658              	-2.16910813              	 0.0                     	 8.09862985              	
-1.76045014              	 0.0                     	-1.91952412e-1           	 4.16869383e-4           	-3.38000000              	 6.16958650e-6           	 1.14472446e-3           	-3.09382514              	 2.62500000e-3           	 4.44089210e-16          	 1.28945680e-3           	 1.28945680e-3           	-3.98489938              	 1.13040000e-4           	-2.00215440e-1           	-4.56133992              	 3.15790000e-5           	-1.69260015              	-1.48601944              	-3.58690705e-5           	 9.09710904e-4           	-3.07809250              	 3.91800000e-3           	 7.06043078e-3           	-3.76880850              	 1.87180000e-4           	-3.35387925              	 7.12500000e-4           	-3.93997877              	 1.26090000e-4           	 2.00000000              	-3.00511067              	 1.65630000e-3           	 2.93150000e2            	 0.0                     	 0.0                     	 0.0                     	 1.02345651              	-2.15116880              	 0.0                     	 8.08844876              	
-1.75093373              	 0.0                     	-1.91952412e-1           	 4.16869383e-4           	-3.38000000              	 6.02984809e-6           	 1.17071801e-3           	-3.08397462              	 2.65000000e-3           	 0.0                     	 1.28447387e-3           	 1.28447387e-3           	-3.99616166              	 1.10140000e-4           	-2.22780414e-1           	-4.56084611              	 3.15790000e-5           	-1.68176201              	-1.47650247              	-3.55916421e-5           	 8.99403994e-4           	-3.08301762              	 3.93440000e-3           	 7.05014460e-3           	-3.79326398              	 1.76920000e-4           	-3.36659371              	 6.91670000e-4           	-4.02213725              	 1.04350000e-4           	 2.00000000              	-3.00544476              	 1.65630000e-3           	 2.93150000e2            	 0.0                     	 0.0                     	 0.0                     	 1.02345652              	-2.15180198              	 0.0                     	 8.08352337              	
-1.76764698              	 0.0                     	-1.93170116e-1           	 4.16869383e-4           	-3.38000000              	 6.24251497e-6           	 1.13594592e-3           	-3.09683085              	 2.57500000e-3           	 4.44089210e-16          	 1.25118228e-3           	 1.25118228e-3           	-4.01955467              	 1.04350000e-4           	-2.01145000e-1           	-4.56116961              	 3.15790000e-5           	-1.69282983              	-1.49071983              	-3.57924488e-5           	 9.23360190e-4           	-3.07154526              	 3.88520000e-3           	 7.03839288e-3           	-3.78077109              	 1.82050000e-4           	-3.35066653              	 7.16670000e-4           	-3.92519172              	 1.30430000e-4           	 2.00000000              	-3.00710992              	 1.64580000e-3           	 2.92650000e2            	 0.0                     	 0.0                     	 0.0                     	 1.02275669              	-2.15252649              	 0.0                     	 8.09178727              	
-1.75710330              	 0.0                     	-1.99321590e-1           	 4.16869383e-4           	-3.38000000              	 6.11009595e-6           	 1.19446885e-3           	-3.07511501              	 2.60000000e-3           	 0.0                     	 1.21338393e-3           	 1.21338393e-3           	-3.99612739              	 1.10140000e-4           	-2.73467345e-1           	-4.55976152              	 3.15790000e-5           	-1.65599488              	-1.46756620              	-3.60785387e-5           	 9.55040170e-4           	-3.05692085              	 3.88520000e-3           	 7.11321560e-3           	-3.81246723              	 1.69230000e-4           	-3.36516354              	 6.91670000e-4           	-4.02211343              	 1.04350000e-4           	 2.00000000              	-3.00720943              	 1.64580000e-3           	 2.90150000e2            	 0.0                     	 0.0                     	 0.0                     	 1.01953331              	-2.14793403              	 0.0                     	 8.09020284              	
-1.75174774              	 0.0                     	-1.99321590e-1           	 4.16869383e-4           	-3.38000000              	 6.10772448e-6           	 1.19813672e-3           	-3.07436494              	 2.60000000e-3           	 8.88178420e-16          	 1.20752866e-3           	 1.20752866e-3           	-4.00782053              	 1.07250000e-4           	-2.67434142e-1           	-4.56018570              	 3.15790000e-5           	-1.65609315              	-1.46221114              	-3.63258265e-5           	 9.54517999e-4           	-3.05729601              	 3.85250000e-3           	 7.17428536e-3           	-3.81926299              	 1.66670000e-4           	-3.35838027              	 7.04170000e-4           	-4.00454530              	 1.08700000e-4           	 2.00000000              	-3.00260394              	 1.66670000e-3           	 2.90150000e2            	 0.0                     	 0.0                     	 0.0                     	 1.01953330              	-2.14422135              	 0.0                     	 8.08982793              	
-1.74104602              	 0.0                     	-2.00564627e-1           	 4.16869383e-4           	-3.38000000              	 6.03664865e-6           	 1.22209034e-3           	-3.06628167              	 2.55000000e-3           	-4.44089210e-16          	 1.12907832e-3           	 1.12907832e-3           	-3.99640117              	 1.10140000e-4           	-2.93968569e-1           	-4.55973968              	 3.15790000e-5           	-1.64463177              	-1.44896205              	-3.67594045e-5           	 9.57223963e-4           	-3.05618858              	 3.83610000e-3           	 7.24148291e-3           	-3.79349582              	 1.76920000e-4           	-3.36953472              	 6.87500000e-4           	-3.95549662              	 1.21740000e-4           	 2.00000000              	-2.99774802              	 1.68750000e-3           	 2.89650000e2            	 0.0                     	 0.0                     	 0.0                     	 1.01894074              	-2.14017249              	 0.0                     	 8.08766039              	
-1.74067435              	 0.0                     	-2.09387521e-1           	 4.16869383e-4           	-3.38000000              	 6.06684761e-6           	 1.26753947e-3           	-3.05061328              	 2.50000000e-3           	 0.0                     	 1.03357266e-3           	 1.03357266e-3           	-4.00799639              	 1.07250000e-4           	-3.65619237e-1           	-4.55843128              	 3.15790000e-5           	-1.60870079              	-1.43050485              	-3.74556599e-5           	 1.02276519e-3           	-3.02747429              	 3.67210000e-3           	 7.35176847e-3           	-3.81278658              	 1.69230000e-4           	-3.37372612              	 6.79170000e-4           	-3.97137570              	 1.17390000e-4           	 2.00000000              	-2.99716354              	 1.68750000e-3           	 2.86150000e2            	 0.0                     	 0.0                     	 0.0                     	 1.01523080              	-2.13360818              	 0.0                     	 8.09312705              	
-1.73819481              	 0.0                     	-2.08113916e-1           	 4.16869383e-4           	-3.38000000              	 6.02535761e-6           	 1.26866430e-3           	-3.05020414              	 2.47500000e-3           	-4.44089210e-16          	 1.00635339e-3           	 1.00635339e-3           	-3.99644264              	 1.10140000e-4           	-3.61358998e-1           	-4.55850831              	 3.15790000e-5           	-1.61099292              	-1.43063591              	-3.73119016e-5           	 1.00992567e-3           	-3.03295469              	 3.60660000e-3           	 7.33643245e-3           	-3.80626722              	 1.71790000e-4           	-3.37653287              	 6.75000000e-4           	-4.00476491              	 1.08700000e-4           	 2.00000000              	-2.99738563              	 1.68750000e-3           	 2.86650000e2            	 0.0                     	 0.0                     	 0.0                     	 1.01571652              	-2.13451508              	 0.0                     	 8.09100245              	
-1.73254953              	 0.0                     	-2.08113916e-1           	 4.16869383e-4           	-3.38000000              	 6.01319055e-6           	 1.27522240e-3           	-3.04864560              	 2.42500000e-3           	-4.44089210e-16          	 9.47373960e-4           	 9.47373960e-4           	-3.98532573              	 1.13040000e-4           	-3.50739593e-1           	-4.55913886              	 3.15790000e-5           	-1.61069549              	-1.42499108              	-3.75382205e-5           	 1.00848896e-3           	-3.03373407              	 3.42620000e-3           	 7.40972772e-3           	-3.82635375              	 1.64100000e-4           	-3.36435493              	 6.95830000e-4           	-4.04118547              	 1.00000000e-4           	 2.00000000              	-2.99329888              	 1.70830000e-3           	 2.86650000e2            	 0.0                     	 0.0                     	 0.0                     	 1.01571651              	-2.13019775              	 0.0                     	 8.09022330              	
-1.81614602              	 0.0                     	-2.14526760e-1           	 4.16869383e-4           	-3.38000000              	 6.39298475e-6           	 1.20144354e-3           	-3.06847339              	 2.07500000e-3           	-4.44089210e-16          	 7.04179402e-4           	 7.04179402e-4           	-3.94138675              	 1.24640000e-4           	-4.03874352e-1           	-4.55534672              	 3.15790000e-5           	-1.61011330              	-1.49543730              	-3.55719795e-5           	 1.09324960e-3           	-2.99725399              	 3.00000000e-3           	 6.83166506e-3           	-3.86721303              	 1.48720000e-4           	-3.39967373              	 6.25000000e-4           	-4.00321872              	 1.08700000e-4           	 2.00000000              	-3.04552446              	 1.47920000e-3           	 2.84150000e2            	 0.0                     	 0.0                     	 0.0                     	 1.01342262              	-2.16547343              	 0.0                     	 8.10980357              	
-1.73336510              	 0.0                     	 1.70071368e-1           	 4.16869383e-4           	-3.38000000              	 1.37406695e-5           	 1.73583145e-3           	-2.91800774              	 2.07500000e-3           	-8.57908030e-2           	 0.0                     	-4.28954015e-2           	-3.94372138              	 1.24640000e-4           	-1.33226763e-15          	-4.55274705              	 3.15790000e-5           	-1.39522619              	-1.35197366              	-4.55537020e-5           	 1.97457547e-3           	-2.74272335              	 3.00000000e-3           	 8.12050486e-3           	-3.86929929              	 1.48720000e-4           	-3.49993349              	 6.25000000e-4           	-4.00593075              	 1.08700000e-4           	 2.00000000              	-3.05990927              	 1.47920000e-3           	 2.73150000e2            	 0.0                     	 5.00000000e-1           	 0.0                     	 1.00655978              	-2.09041697              	 0.0                     	 8.28631902              	
-1.80621341e-1           	 0.0                     	-1.46432864e-1           	 2.24440341e-7           	-6.64889908              	 1.61836824e-6           	 9.57797437e-3           	-2.38746897              	 20.0000000              	 0.0                     	 5.01441622              	 5.01441622              	-4.11086095              	 9.57910000e-5           	 0.0                     	-4.02269838              	 5.00000000              	 0.0                     	 0.0                     	-2.83014501e-4           	 6.81442330e-6           	-5.25440842              	 10.0000000              	 5.72402133e-2           	-3.55177196              	 3.63170000e-4           	-2.71450994              	 10.0000000              	-3.76053468              	 2.21740000e-4           	 2.00000000              	-2.21357321              	 10.0000000              	 3.13150000e2            	 0.0                     	 0.0                     	 0.0                     	 1.07294414              	-1.24229876              	 0.0                     	 9.30122308              	
