NodeID: 0.0
 nr   logfactor           convergence         gas_val_u                   gas_res             I                           I.eq                pH                          chargebalance       Ar[g].logact                Ar[g].tot           CO2[g].logact               CO2[g].tot         
                                                                          0.0                                             0.0                                             0.0                                             0.0                                             0.0                

 1.0  0.0                 12.999999999999833  2.92844424e-13           X  1.00000000          8.95285961e-8              -1.85903880e-18      7.04819076                  9.26442286e-23     -12.4164323                  3.83325651e-33     -21.2736234                  1.08775134e-22     
 117. 0.0                 1.7238449756424081  1.13814785e-5               0.0                 8.95285961e-8              -3.48753905e-18      7.04819076                  0.0                 4.36024063e-17           X  5.29474411e-12     -69.2082111                  1.26456730e-70     
 118. 0.0                 1.7141249876510603  1.12548234e-5               0.0                 8.95285962e-8               9.42116366e-18      7.04819076                 -1.72053567e-22      4.36024063e-17           X  5.17755818e-12     -69.6430057                  4.64672825e-71     
 119. 0.0                 1.7045113717455664  1.11309409e-5               0.0                 8.95285962e-8               3.56615429e-18      7.04819076                  0.0                 4.36024063e-17           X  5.06420610e-12     -70.0778004                  1.70746811e-71     
 120. 0.0                 1.6950018378026956  1.10097412e-5               0.0                 8.95285961e-8              -8.38415711e-18      7.04819076                  0.0                 4.36024063e-17           X  4.95452287e-12     -70.5125951                  6.27419377e-72     
 121. 0.0                 1.685594168594103   1.08911384e-5               0.0                 8.95285962e-8               2.45639555e-18      7.04819076                  0.0                 4.36024063e-17           X  4.84835229e-12     -70.9473898                  2.30549006e-72     
 122. 0.0                 1.6762862167338426  1.07750502e-5               0.0                 8.95285962e-8               2.45639555e-18      7.04819076                  0.0                 4.36024063e-17           X  4.74554632e-12     -71.3821844                  8.47166121e-73     
 123. 0.0                 1.6670759017836456  1.06613977e-5               0.0                 8.95285961e-8              -2.56150704e-18      7.04819076                  0.0                 4.36024063e-17           X  4.64596466e-12     -71.8169791                  3.11296262e-73     
 124. 0.0                 1.6579612075062862  1.05501054e-5               0.0                 8.95285961e-8              -9.38946610e-18      7.04819076                 -1.72053567e-22      4.36024063e-17           X  4.54947421e-12     -72.2517738                  1.14387675e-73     
 125. 0.0                 1.6489401792580665  1.04411007e-5               0.0                 8.95285961e-8              -4.74405948e-18      7.04819076                  0.0                 4.36024063e-17           X  4.45594867e-12     -72.6865685                  4.20324358e-74     
 126. 0.0                 1.6400109215120557  1.03343140e-5               0.0                 8.95285961e-8               1.57700329e-18      7.04819076                  0.0                 4.36024063e-17           X  4.36526810e-12     -73.1213631                  1.54450701e-74     
 127. 0.0                 1.6311715955043127  1.02296786e-5               0.0                 8.95285961e-8              -2.72356827e-18      7.04819076                  0.0                 4.36024063e-17           X  4.27731855e-12     -73.5561578                  5.67538347e-75     
 128. 0.0                 1.6224204169958483  1.01271304e-5               0.0                 8.95285961e-8              -8.57529538e-18      7.04819076                  0.0                 4.36024063e-17           X  4.19199173e-12     -73.9909525                  2.08545363e-75     
 129. 0.0                 1.6137556541435778  1.00266076e-5               0.0                 8.95285962e-8               3.36857062e-18      7.04819076                 -1.72053567e-22      4.36024063e-17           X  4.10918462e-12     -74.4257472                  7.66312418e-76     
 130. 0.0                 1.6051756254739658  9.92805114e-6               0.0                 8.95285961e-8              -2.04884035e-18      7.04819076                 -1.85288457e-22      4.36024063e-17           X  4.02879923e-12     -74.8605418                  2.81586085e-76     
 131. 0.0                 1.5966786979534864  9.83140397e-6               0.0                 8.95285962e-8               5.32262269e-18      7.04819076                  1.85288457e-22      4.36024063e-17           X  3.95074226e-12     -75.2953365                  1.03470492e-76     
 132. 0.0                 1.5882632851504135  9.73661136e-6               0.0                 8.95285961e-8               3.07367081e-19      7.04819076                  0.0                 4.36024063e-17           X  3.87492486e-12     -75.7301312                  3.80208518e-77     
 133. 0.0                 1.5799278454828083  9.64362059e-6               0.0                 8.95285962e-8               7.13167331e-18      7.04819076                  0.0                 4.36024063e-17           X  3.80126236e-12     -76.1649258                  1.39709896e-77     
 134. 0.0                 1.5716708805479065  9.55238093e-6               0.0                 8.95285962e-8               2.48871515e-18      7.04819076                  0.0                 4.36024063e-17           X  3.72967406e-12     -76.5997205                  5.13372374e-78     
 135. 0.0                 1.5634909335284215  9.46284354e-6               0.0                 8.95285962e-8               8.80632362e-18      7.04819076                  0.0                 4.36024063e-17           X  3.66008300e-12     -77.0345152                  1.88641752e-78     
 136. 0.0                 1.5553865876715522  9.37496136e-6               0.0                 8.95285961e-8               1.53524722e-21      7.04819076                 -1.85288457e-22      4.36024063e-17           X  3.59241572e-12     -77.4693099                  6.93175408e-79     
 137. 0.0                 1.5473564648367657  9.28868906e-6               0.0                 8.95285961e-8               1.53524722e-21      7.04819076                  1.85288457e-22      4.36024063e-17           X  3.52660212e-12     -77.9041045                  2.54711453e-79     
 138. 0.0                 1.539399224108657   9.20398293e-6               0.0                 8.95285961e-8               1.53524722e-21      7.04819076                 -1.85288457e-22      4.36024063e-17           X  3.46257528e-12     -78.3388992                  9.35952479e-80     
 139. 0.0                 1.5315135604714265  9.12080084e-6               0.0                 8.95285961e-8              -5.41281847e-18      7.04819076                  3.70576914e-22      4.36024063e-17           X  3.40027123e-12     -78.7736939                  3.43921341e-80     
 140. 0.0                 1.5236982035417233  9.03910215e-6               0.0                 8.95285961e-8              -9.92616735e-22      7.04819076                 -1.85288457e-22      4.36024063e-17           X  3.33962885e-12     -79.2084886                  1.26375955e-80     
 141. 0.0                 1.5159519163568023  8.95884764e-6               0.0                 8.95285961e-8              -9.92616735e-22      7.04819076                  1.85288457e-22      4.36024063e-17           X  3.28058970e-12     -79.6432832                  4.64376012e-81     
 142. 0.0                 1.5082734942151288  8.87999946e-6               0.0                 8.95285961e-8              -9.92616735e-22      7.04819076                 -1.85288457e-22      4.36024063e-17           X  3.22309788e-12     -80.0780779                  1.70637745e-81     
 143. 0.0                 1.5006617635667316  8.80252109e-6               0.0                 8.95285961e-8              -9.28164145e-18      7.04819076                  1.72053567e-22      4.36024063e-17           X  3.16709991e-12     -80.5128726                  6.27018609e-82     
 144. 0.0                 1.4931155809507721  8.72637723e-6               0.0                 8.95285962e-8               3.34665364e-18      7.04819076                  1.72053567e-22      4.36024063e-17           X  3.11254458e-12     -80.9476673                  2.30401741e-82     
 145. 0.0                 1.4856338319779399  8.65153379e-6               0.0                 8.95285962e-8               7.64242094e-18      7.04819076                  3.70576914e-22      4.36024063e-17           X  3.05938288e-12     -81.3824619                  8.46624988e-83     
 146. 0.0                 1.478215430355429   8.57795784e-6               0.0                 8.95285961e-8              -4.04830133e-18      7.04819076                 -1.85288457e-22      4.36024063e-17           X  3.00756783e-12     -81.8172566                  3.11097420e-83     
 147. 0.0                 1.4708593169523783  8.50561755e-6               0.0                 8.95285962e-8               3.90557628e-18      7.04819076                  3.57342025e-22      4.36024063e-17           X  2.95705442e-12     -82.2520513                  1.14314609e-83     
 148. 0.0                 1.4635644589037793  8.43448212e-6               0.0                 8.95285962e-8               3.90558951e-18      7.04819076                  0.0                 4.36024063e-17           X  2.90779951e-12     -82.6868460                  4.20055873e-84     
 149. 0.0                 1.4563298487509684  8.36452179e-6               0.0                 8.95285961e-8              -3.45781348e-18      7.04819076                  0.0                 4.36024063e-17           X  2.85976172e-12     -83.1216406                  1.54352045e-84     
 150. 0.0                 1.4491545036169333  8.29570776e-6               0.0                 8.95285961e-8              -3.45781348e-18      7.04819076                  0.0                 4.36024063e-17           X  2.81290136e-12     -83.5564353                  5.67175828e-85     
 151. 0.0                 1.4420374644147513  8.22801215e-6               0.0                 8.95285961e-8              -3.45781348e-18      7.04819076                  0.0                 4.36024063e-17           X  2.76718035e-12     -83.9912300                  2.08412153e-85     
 152. 0.0                 1.4349777950875828  8.16140801e-6               0.0                 8.95285961e-8              -8.09558357e-18      7.04819076                 -1.85288457e-22      4.36024063e-17           X  2.72256210e-12     -84.4260246                  7.65822931e-86     
 153. 0.0                 1.427974581878719   8.09586921e-6               0.0                 8.95285962e-8               4.52569704e-18      7.04819076                  3.70576914e-22      4.36024063e-17           X  2.67901152e-12     -84.8608193                  2.81406220e-86     
 154. 0.0                 1.4210269326302767  8.03137046e-6               0.0                 8.95285961e-8              -8.35474918e-18      7.04819076                 -1.85288457e-22      4.36024063e-17           X  2.63649488e-12     -85.2956140                  1.03404400e-86     
 155. 0.0                 1.4141339761092002  7.96788726e-6               0.0                 8.95285962e-8               3.32966005e-18      7.04819076                  1.72053567e-22      4.36024063e-17           X  2.59497977e-12     -85.7304087                  3.79965657e-87     
 156. 0.0                 1.407294861359304   7.90539588e-6               0.0                 8.95285962e-8               7.30437539e-18      7.04819076                  1.85288457e-22      4.36024063e-17           X  2.55443503e-12     -86.1652033                  1.39620655e-87     
 157. 0.0                 1.400508757078166   7.84387332e-6               0.0                 8.95285962e-8               7.30437539e-18      7.04819076                 -1.85288457e-22      4.36024063e-17           X  2.51483072e-12     -86.5999980                  5.13044454e-88     
 158. 0.0                 1.3937748510177321  7.78329727e-6               0.0                 8.95285961e-8              -5.48850880e-20      7.04819076                  3.70576914e-22      4.36024063e-17           X  2.47613803e-12     -87.0347927                  1.88521256e-88     
 159. 0.0                 1.3870923494075607  7.72364612e-6               0.0                 8.95285961e-8              -5.48850880e-20      7.04819076                  0.0                 4.36024063e-17           X  2.43832926e-12     -87.4695874                  6.92732638e-89     
 160. 0.0                 1.3804604763996924  7.66489889e-6               0.0                 8.95285961e-8              -5.48850880e-20      7.04819076                  0.0                 4.36024063e-17           X  2.40137772e-12     -87.9043820                  2.54548754e-89     
 161. 0.0                 1.373878473534178   7.60703526e-6               0.0                 8.95285961e-8              -9.26442286e-23      7.04819076                 -1.85288457e-22      4.36024063e-17           X  2.36525775e-12     -88.3391767                  9.35354634e-90     
 162. 0.0                 1.367345599224349   7.55003547e-6               0.0                 8.95285961e-8              -9.26442286e-23      7.04819076                  1.85288457e-22      4.36024063e-17           X  2.32994462e-12     -88.7739714                  3.43701659e-90     
 163. 0.0                 1.3608611282609684  7.49388038e-6               0.0                 8.95285961e-8               0.0                 7.04819076                 -1.85288457e-22      4.36024063e-17           X  2.29541454e-12     -89.2087661                  1.26295232e-90     
 164. 0.0                 1.3544243513344307  7.43855139e-6               0.0                 8.95285962e-8               5.83900839e-18      7.04819076                  3.70576914e-22      4.36024063e-17           X  2.26164456e-12     -89.6435607                  4.64079389e-91     
 165. 0.0                 1.3480345745742368  7.38403046e-6               0.0                 8.95285961e-8              -2.10616066e-18      7.04819076                 -1.85288457e-22      4.36024063e-17           X  2.22861256e-12     -90.0783554                  1.70528749e-91     
 166. 0.0                 1.3416911191049945  7.33030005e-6               0.0                 8.95285961e-8              -7.51162053e-18      7.04819076                  3.70576914e-22      4.36024063e-17           X  2.19629726e-12     -90.5131501                  6.26618097e-92     
 167. 0.0                 1.335393320618243   7.27734313e-6               0.0                 8.95285961e-8              -7.51162053e-18      7.04819076                  0.0                 4.36024063e-17           X  2.16467809e-12     -90.9479448                  2.30254570e-92     
 168. 0.0                 1.3291405289594276  7.22514316e-6               0.0                 8.95285962e-8               2.49673549e-18      7.04819076                  0.0                 4.36024063e-17           X  2.13373524e-12     -91.3827394                  8.46084202e-93     
 169. 0.0                 1.32293210772939    7.17368406e-6               0.0                 8.95285962e-8               2.49673549e-18      7.04819076                  0.0                 4.36024063e-17           X  2.10344959e-12     -91.8175341                  3.10898704e-93     
 170. 0.0                 1.3167674338997628  7.12295022e-6               0.0                 8.95285962e-8               7.12954249e-18      7.04819076                  0.0                 4.36024063e-17           X  2.07380269e-12     -92.2523288                  1.14241590e-93     
 171. 0.0                 1.3106458974416932  7.07292643e-6               0.0                 8.95285962e-8               7.12954249e-18      7.04819076                  0.0                 4.36024063e-17           X  2.04477675e-12     -92.6871234                  4.19787560e-94     
 172. 0.0                 1.3045669009673482  7.02359794e-6               0.0                 8.95285961e-8              -1.44808223e-18      7.04819076                  0.0                 4.36024063e-17           X  2.01635456e-12     -93.1219181                  1.54253452e-94     
 173. 0.0                 1.298529859383672   6.97495037e-6               0.0                 8.95285961e-8              -1.44808223e-18      7.04819076                  0.0                 4.36024063e-17           X  1.98851952e-12     -93.5567128                  5.66813541e-95     
 174. 0.0                 1.2925341995579032  6.92696976e-6               0.0                 8.95285962e-8               2.52227883e-18      7.04819076                  0.0                 4.36024063e-17           X  1.96125561e-12     -93.9915075                  2.08279028e-95     
 175. 0.0                 1.2865793599943705  6.87964252e-6               0.0                 8.95285962e-8               2.52227883e-18      7.04819076                  0.0                 4.36024063e-17           X  1.93454733e-12     -94.4263021                  7.65333757e-96     
 176. 0.0                 1.2806647905221207  6.83295542e-6               0.0                 8.95285961e-8              -4.82901424e-18      7.04819076                  0.0                 4.36024063e-17           X  1.90837971e-12     -94.8610968                  2.81226470e-96     
 177. 0.0                 1.2747899519929395  6.78689559e-6               0.0                 8.95285961e-8              -4.82901424e-18      7.04819076                  0.0                 4.36024063e-17           X  1.88273828e-12     -95.2958915                  1.03338350e-96     
 178. 0.0                 1.2689543159893601  6.74145050e-6               0.0                 8.95285962e-8               8.78209054e-18      7.04819076                  0.0                 4.36024063e-17           X  1.85760904e-12     -95.7306862                  3.79722952e-97     
 179. 0.0                 1.2631573645422607  6.69660795e-6               0.0                 8.95285961e-8               1.53524722e-21      7.04819076                 -1.85288457e-22      4.36024063e-17           X  1.83297847e-12     -96.1654808                  1.39531471e-97     
 180. 0.0                 1.2573985898576812  6.65235607e-6               0.0                 8.95285962e-8               1.26021827e-17      7.04819076                  1.85288457e-22      4.36024063e-17           X  1.80883349e-12     -96.6002755                  5.12716744e-98     
 181. 0.0                 1.2516774940524946  6.60868328e-6               0.0                 8.95285961e-8               2.15728704e-21      7.04819076                 -1.85288457e-22      4.36024063e-17           X  1.78516143e-12     -97.0350702                  1.88400836e-98     
 182. 0.0                 1.2459935888985985  6.56557832e-6               0.0                 8.95285961e-8              -5.83045865e-18      7.04819076                  3.70576914e-22      4.36024063e-17           X  1.76195004e-12     -97.4698649                  6.92290151e-99     
 183. 0.0                 1.240346395575292   6.52303021e-6               0.0                 8.95285961e-8              -9.92616735e-22      7.04819076                 -1.85288457e-22      4.36024063e-17           X  1.73918746e-12     -97.9046595                  2.54386160e-99     
 184. 0.0                 1.2347354444295338  6.48102824e-6               0.0                 8.95285962e-8               5.39863066e-18      7.04819076                  1.85288457e-22      4.36024063e-17           X  1.71686222e-12     -98.3394542                  9.34757171e-100    
 185. 0.0                 1.2291602747437749  6.43956200e-6               0.0                 8.95285961e-8              -1.94863900e-18      7.04819076                 -1.85288457e-22      4.36024063e-17           X  1.69496320e-12     -98.7742489                  3.43482117e-100    
 186. 0.0                 1.2236204345110868  6.39862133e-6               0.0                 8.95285962e-8               3.05013917e-18      7.04819076                  3.57342025e-22      4.36024063e-17           X  1.67347965e-12     -99.2090436                  1.26214560e-100    
 187. 0.0                 1.2181154802173113  6.35819630e-6               0.0                 8.95285962e-8               9.85187991e-18      7.04819076                  0.0                 4.36024063e-17           X  1.65240112e-12     -99.6438382                  4.63782956e-101    
 188. 0.0                 1.2126449766299663  6.31827727e-6               0.0                 8.95285961e-8               5.96615597e-19      7.04819076                  0.0                 4.36024063e-17           X  1.63171752e-12     -1.00078633e2                1.70419823e-101    
 189. 0.0                 1.2072084965936642  6.27885480e-6               0.0                 8.95285961e-8               5.96615597e-19      7.04819076                  0.0                 4.36024063e-17           X  1.61141906e-12     -1.00513428e2                6.26217841e-102    
 190. 0.0                 1.2018056208317989  6.23991972e-6               0.0                 8.95285962e-8               4.88073619e-18      7.04819076                  0.0                 4.36024063e-17           X  1.59149625e-12     -1.00948222e2                2.30107494e-102    
 191. 0.0                 1.1964359377542737  6.20146305e-6               0.0                 8.95285961e-8              -9.48676901e-19      7.04819076                 -1.85288457e-22      4.36024063e-17           X  1.57193990e-12     -1.01383017e2                8.45543760e-103    
 192. 0.0                 1.1910990432710538  6.16347606e-6               0.0                 8.95285961e-8              -4.91478956e-18      7.04819076                  3.70576914e-22      4.36024063e-17           X  1.55274108e-12     -1.01817812e2                3.10700116e-103    
 193. 0.0                 1.1857945406113282  6.12595020e-6               0.0                 8.95285962e-8               5.87855424e-18      7.04819076                  0.0                 4.36024063e-17           X  1.53389115e-12     -1.02252606e2                1.14168617e-103    
 194. 0.0                 1.1805220401480834  6.08887715e-6               0.0                 8.95285961e-8              -1.46469202e-18      7.04819076                  0.0                 4.36024063e-17           X  1.51538171e-12     -1.02687401e2                4.19519418e-104    
 195. 0.0                 1.1752811592278956  6.05224878e-6               0.0                 8.95285962e-8               3.53128036e-18      7.04819076                  0.0                 4.36024063e-17           X  1.49720462e-12     -1.03122196e2                1.54154921e-104    
 196. 0.0                 1.1700715220057543  6.01605714e-6               0.0                 8.95285962e-8               3.53128036e-18      7.04819076                  0.0                 4.36024063e-17           X  1.47935200e-12     -1.03556990e2                5.66451485e-105    
 197. 0.0                 1.164892759284743   5.98029450e-6               0.0                 8.95285962e-8               8.15646406e-18      7.04819076                  0.0                 4.36024063e-17           X  1.46181616e-12     -1.03991785e2                2.08145989e-105    
 198. 0.0                 1.159744508360404   5.94495328e-6               0.0                 8.95285962e-8               8.15646406e-18      7.04819076                  0.0                 4.36024063e-17           X  1.44458968e-12     -1.04426580e2                7.64844895e-106    
 199. 0.0                 1.1546264128696269  5.91002609e-6               0.0                 8.95285961e-8               1.34995876e-21      7.04819076                 -1.85288457e-22      4.36024063e-17           X  1.42766533e-12     -1.04861374e2                2.81046835e-106    
 200. 0.0                 1.1495381226439014  5.87550571e-6               0.0                 8.95285962e-8               5.82757344e-18      7.04819076                  3.70576914e-22      4.36024063e-17           X  1.41103609e-12     -1.05296169e2                1.03272342e-106    
 201. 0.0                 1.144479293566786   5.84138510e-6               0.0                 8.95285961e-8              -2.10020496e-18      7.04819076                 -1.85288457e-22      4.36024063e-17           X  1.39469516e-12     -1.05730964e2                3.79480401e-107    
 202. 0.0                 1.1394495874354482  5.80765735e-6               0.0                 8.95285961e-8              -2.10020496e-18      7.04819076                  1.85288457e-22      4.36024063e-17           X  1.37863591e-12     -1.06165758e2                1.39442345e-107    
 203. 0.0                 1.134448671826136   5.77431574e-6               0.0                 8.95285961e-8              -9.43934840e-18      7.04819076                  0.0                 4.36024063e-17           X  1.36285192e-12     -1.06600553e2                5.12389243e-108    
 204. 0.0                 1.1294762199634498  5.74135368e-6               0.0                 8.95285961e-8              -4.44611564e-18      7.04819076                  0.0                 4.36024063e-17           X  1.34733695e-12     -1.07035348e2                1.88280494e-108    
 205. 0.0                 1.1245319105932847  5.70876475e-6               0.0                 8.95285962e-8               2.34825326e-18      7.04819076                 -1.85288457e-22      4.36024063e-17           X  1.33208492e-12     -1.07470142e2                6.91847946e-109    
 206. 0.0                 1.1196154278593218  5.67654265e-6               0.0                 8.95285962e-8               6.97081646e-18      7.04819076                  3.70576914e-22      4.36024063e-17           X  1.31708993e-12     -1.07904937e2                2.54223669e-109    
 207. 0.0                 1.1147264611829502  5.64468124e-6               0.0                 8.95285962e-8               6.97081646e-18      7.04819076                  0.0                 4.36024063e-17           X  1.30234624e-12     -1.08339732e2                9.34160089e-110    
 208. 0.0                 1.109864705146504   5.61317451e-6               0.0                 8.95285962e-8               2.69138102e-18      7.04819076                  0.0                 4.36024063e-17           X  1.28784829e-12     -1.08774526e2                3.43262716e-110    
 209. 0.0                 1.1050298593797099  5.58201657e-6               0.0                 8.95285961e-8              -3.13165286e-18      7.04819076                 -1.72053567e-22      4.36024063e-17           X  1.27359064e-12     -1.09209321e2                1.26133940e-110    
 210. 0.0                 1.100221628449233   5.55120168e-6               0.0                 8.95285961e-8              -5.29395592e-22      7.04819076                 -1.85288457e-22      4.36024063e-17           X  1.25956803e-12     -1.09644116e2                4.63486711e-111    
 211. 0.0                 1.0954397217512286  5.52072421e-6               0.0                 8.95285961e-8              -5.29395592e-22      7.04819076                  1.85288457e-22      4.36024063e-17           X  1.24577532e-12     -1.10078910e2                1.70310966e-111    
 212. 0.0                 1.0906838534067944  5.49057866e-6               0.0                 8.95285961e-8               0.0                 7.04819076                 -1.85288457e-22      4.36024063e-17           X  1.23220752e-12     -1.10513705e2                6.25817840e-112    
 213. 0.0                 1.0859537421602357  5.46075966e-6               0.0                 8.95285961e-8              -4.99049313e-18      7.04819076                  1.85288457e-22      4.36024063e-17           X  1.21885977e-12     -1.10948500e2                2.29960511e-112    
 214. 0.0                 1.081249111280049   5.43126192e-6               0.0                 8.95285962e-8               8.59081991e-18      7.04819076                 -1.85288457e-22      4.36024063e-17           X  1.20572735e-12     -1.11383294e2                8.45003664e-113    
 215. 0.0                 1.0765696884625413  5.40208030e-6               0.0                 8.95285961e-8              -9.88940083e-18      7.04819076                  3.57342025e-22      4.36024063e-17           X  1.19280565e-12     -1.11818089e2                3.10501654e-113    
 216. 0.0                 1.0719152057379981  5.37320975e-6               0.0                 8.95285961e-8              -9.88940083e-18      7.04819076                  0.0                 4.36024063e-17           X  1.18009021e-12     -1.12252884e2                1.14095691e-113    
 217. 0.0                 1.0672853993793219  5.34464533e-6               0.0                 8.95285962e-8               2.94183807e-18      7.04819076                  0.0                 4.36024063e-17           X  1.16757665e-12     -1.12687678e2                4.19251447e-114    
 218. 0.0                 1.0626800098130622  5.31638221e-6               0.0                 8.95285962e-8               2.94183807e-18      7.04819076                  0.0                 4.36024063e-17           X  1.15526073e-12     -1.13122473e2                1.54056454e-114    
 219. 0.0                 1.0580987815327636  5.28841565e-6               0.0                 8.95285962e-8               2.94183807e-18      7.04819076                  0.0                 4.36024063e-17           X  1.14313832e-12     -1.13557268e2                5.66089661e-115    
 220. 0.0                 1.0535414630145592  5.26074102e-6               0.0                 8.95285962e-8               2.94183807e-18      7.04819076                  0.0                 4.36024063e-17           X  1.13120538e-12     -1.13992062e2                2.08013034e-115    
 221. 0.0                 1.0490078066349395  5.23335378e-6               0.0                 8.95285961e-8               4.49986253e-22      7.04819076                 -1.85288457e-22      4.36024063e-17           X  1.11945801e-12     -1.14426857e2                7.64356346e-116    
 222. 0.0                 1.0444975685906315  5.20624948e-6               0.0                 8.95285961e-8               4.49986253e-22      7.04819076                  1.85288457e-22      4.36024063e-17           X  1.10789236e-12     -1.14861652e2                2.80867314e-116    
 223. 0.0                 1.0400105088205207  5.17942377e-6               0.0                 8.95285962e-8               6.78738089e-18      7.04819076                  0.0                 4.36024063e-17           X  1.09650473e-12     -1.15296446e2                1.03206376e-116    
 224. 0.0                 1.0355463909295584  5.15287238e-6               0.0                 8.95285962e-8               2.16987342e-18      7.04819076                 -1.85288457e-22      4.36024063e-17           X  1.08529147e-12     -1.15731241e2                3.79238006e-117    
 225. 0.0                 1.0311049821145877  5.12659114e-6               0.0                 8.95285961e-8              -4.11321846e-18      7.04819076                  1.85288457e-22      4.36024063e-17           X  1.07424906e-12     -1.16166036e2                1.39353275e-117    
 226. 0.0                 1.026686053092037   5.10057594e-6               0.0                 8.95285961e-8               1.61518595e-19      7.04819076                 -1.85288457e-22      4.36024063e-17           X  1.06337404e-12     -1.16600831e2                5.12061951e-118    
 227. 0.0                 1.0222893780274203  5.07482277e-6               0.0                 8.95285961e-8              -5.65513606e-18      7.04819076                  3.70576914e-22      4.36024063e-17           X  1.05266305e-12     -1.17035625e2                1.88160229e-118    
 228. 0.0                 1.0179147344665924  5.04932771e-6               0.0                 8.95285962e-8               2.25961921e-18      7.04819076                 -1.85288457e-22      4.36024063e-17           X  1.04211281e-12     -1.17470420e2                6.91406024e-119    
 229. 0.0                 1.0135619032687069  5.02408690e-6               0.0                 8.95285961e-8              -3.12523394e-18      7.04819076                  1.72053567e-22      4.36024063e-17           X  1.03172013e-12     -1.17905215e2                2.54061282e-119    
 230. 0.0                 1.0092306685408259  4.99909656e-6               0.0                 8.95285961e-8              -3.12523394e-18      7.04819076                  1.72053567e-22      4.36024063e-17           X  1.02148188e-12     -1.18340009e2                9.33563388e-120    
 231. 0.0                 1.0049208175741333  4.97435298e-6               0.0                 8.95285962e-8               1.85988583e-18      7.04819076                  3.70576914e-22      4.36024063e-17           X  1.01139504e-12     -1.18774804e2                3.43043455e-120    
 232. 0.0                 1.0006321407817058  4.94985254e-6               0.0                 8.95285961e-8              -4.92341871e-18      7.04819076                  0.0                 4.36024063e-17           X  1.00145662e-12     -1.19209599e2                1.26053371e-120    
 233. 0.0                 0.9963644316377934  4.92559168e-6               0.0                 8.95285961e-8              -3.08346463e-19      7.04819076                  0.0                 4.36024063e-17           X  9.91663735e-13     -1.19644393e2                4.63190656e-121    
 234. 0.0                 0.9921174866185686  4.90156690e-6               0.0                 8.95285962e-8               5.97130435e-18      7.04819076                  0.0                 4.36024063e-17           X  9.82013564e-13     -1.20079188e2                1.70202179e-121    
 235. 0.0                 0.9878911051443008  4.87777478e-6               0.0                 8.95285962e-8               1.69889663e-18      7.04819076                  0.0                 4.36024063e-17           X  9.72503348e-13     -1.20513983e2                6.25418095e-122    
 236. 0.0                 0.9836850895229147  4.85421196e-6               0.0                 8.95285962e-8               1.69889663e-18      7.04819076                  0.0                 4.36024063e-17           X  9.63130397e-13     -1.20948777e2                2.29813623e-122    
 237. 0.0                 0.9794992448948936  4.83087515e-6               0.0                 8.95285961e-8               2.77932686e-22      7.04819076                 -1.85288457e-22      4.36024063e-17           X  9.53892084e-13     -1.21383572e2                8.44463912e-123    
 238. 0.0                 0.9753333791794894  4.80776111e-6               0.0                 8.95285961e-8              -5.38154442e-18      7.04819076                  3.70576914e-22      4.36024063e-17           X  9.44785848e-13     -1.21818367e2                3.10303319e-123    
 239. 0.0                 0.9711873030222012  4.78486669e-6               0.0                 8.95285962e-8               9.26478020e-18      7.04819076                  0.0                 4.36024063e-17           X  9.35809184e-13     -1.22253161e2                1.14022812e-123    
 240. 0.0                 0.9670608297434893  4.76218876e-6               0.0                 8.95285962e-8               4.28240006e-18      7.04819076                 -1.85288457e-22      4.36024063e-17           X  9.26959650e-13     -1.22687956e2                4.18983648e-124    
 241. 0.0                 0.9629537752886873  4.73972428e-6               0.0                 8.95285961e-8              -2.49710607e-18      7.04819076                  3.57342025e-22      4.36024063e-17           X  9.18234858e-13     -1.23122751e2                1.53958049e-124    
 242. 0.0                 0.9588659581790796  4.71747025e-6               0.0                 8.95285962e-8               2.11533244e-18      7.04819076                 -1.85288457e-22      4.36024063e-17           X  9.09632478e-13     -1.23557545e2                5.65728068e-125    
 243. 0.0                 0.9547971994641138  4.69542373e-6               0.0                 8.95285962e-8               8.39154217e-18      7.04819076                  1.85288457e-22      4.36024063e-17           X  9.01150233e-13     -1.23992340e2                2.07880165e-125    
 244. 0.0                 0.9507473226747133  4.67358184e-6               0.0                 8.95285961e-8              -1.48468994e-19      7.04819076                  0.0                 4.36024063e-17           X  8.92785900e-13     -1.24427135e2                7.63868108e-126    
 245. 0.0                 0.9467161537776629  4.65194175e-6               0.0                 8.95285961e-8              -5.95885031e-18      7.04819076                  0.0                 4.36024063e-17           X  8.84537305e-13     -1.24861929e2                2.80687909e-126    
 246. 0.0                 0.9427035211310366  4.63050067e-6               0.0                 8.95285962e-8               1.94734198e-18      7.04819076                  0.0                 4.36024063e-17           X  8.76402325e-13     -1.25296724e2                1.03140452e-126    
 247. 0.0                 0.9387092554406384  4.60925588e-6               0.0                 8.95285961e-8              -3.43162164e-18      7.04819076                  0.0                 4.36024063e-17           X  8.68378886e-13     -1.25731519e2                3.78995765e-127    
 248. 0.0                 0.9347331897174301  4.58820470e-6               0.0                 8.95285961e-8              -1.07507672e-17      7.04819076                  0.0                 4.36024063e-17           X  8.60464960e-13     -1.26166313e2                1.39264262e-127    
 249. 0.0                 0.9307751592359194  4.56734450e-6               0.0                 8.95285962e-8               4.18803529e-18      7.04819076                 -1.85288457e-22      4.36024063e-17           X  8.52658566e-13     -1.26601108e2                5.11734868e-128    
