 pH                      	 pressure                	 gasvolume               	 watervolume             	 Ar[g].con               	 Ar[g].gas               	 Ar[g].logact            	 Ar[g].tot               	 CO2[g].logact           	 CO2[g].con              	 CO2[g].gas              	 CO2[g].tot              	 CO2[g].diss             	 C.tot                   	 gas_u                   	 gas_res                 	 CO2[g].tot              	 CO2[g].con              	 Ar[g].tot               	 Ar[g].con               	 CO2[g].diss             	 CO2[g].liter            	 I                       	 H2CO3.con               	 HCO3-.con               	 CO3-2.con               	 CO3-2.diss              	 CO3-2.tot               	 Ca+2.diss               	 Ca+2.tot                	 Ca+2.diss               	 Calcite[s].tot          	 Calcite[s].con          	 Aragonite[s].con        	
 5.59372430              	 1.00042658              	 1.00000000              	 1.00000000              	 1.00000000              	 1.00000000              	 0.0                     	 4.08740445e-2           	-3.37000000              	 4.26579519e-4           	 4.26579519e-4           	 3.45742011e-5           	 1.71381709e-5           	 0.0                     	 1.11111111e-111         	 0.0                     	 3.45742011e-5           	 4.26579519e-4           	 4.08740445e-2           	 1.00000000              	 1.71381709e-5           	 3.45742011e-5           	 2.55327219e-6           	 1.45881426e-5           	 2.54998111e-6           	 4.71738916e-11          	 1.71381709e-5           	 1.71381709e-5           	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	
 5.59372430              	 1.00042658              	 1.00000000              	 1.00000000e-3           	 1.00000000              	 1.00000000              	 0.0                     	 4.08740445e-2           	-3.37000000              	 4.26579519e-4           	 4.26579519e-4           	 1.74531684e-5           	 1.71381709e-5           	 0.0                     	 1.11111111e-111         	 0.0                     	 1.74531684e-5           	 4.26579519e-4           	 4.08740445e-2           	 1.00000000              	 1.71381709e-5           	 1.74531684e-2           	 2.55327219e-6           	 1.45881426e-5           	 2.54998111e-6           	 4.71738916e-11          	 1.71381709e-5           	 1.71381709e-8           	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	
 4.25900554              	 1.19952623              	 1.00000000              	 1.00000000              	 1.00000000              	 1.00000000              	 0.0                     	 4.08740445e-2           	-7.00000000e-1           	 1.99526231e-1           	 1.99526231e-1           	 1.50343905e-2           	 6.87894639e-3           	 0.0                     	 1.11111111e-111         	 0.0                     	 1.50343905e-2           	 1.99526231e-1           	 4.08740445e-2           	 1.00000000              	 6.87894639e-3           	 1.50343905e-2           	 5.55596789e-5           	 6.82338694e-3           	 5.55594031e-5           	 4.85367992e-11          	 6.87894639e-3           	 6.87894639e-3           	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	
