Anhydrite[s].si          	Ar[g].logact             	Aragonite[s].si          	CO2[g].con               	CO2[g].logact            	CO3-2.con                	Ca+2.con                 	Ca+2.logact              	Ca+2.tot                 	Calcite[s].si            	Calcite[s].tot           	Calcite[s].un            	Cl-.logact               	Cl-.tot                  	Dolomite[s].si           	F-.logact                	F-.tot                   	Fluorite[s].si           	Gypsum[s].si             	H2O.logact               	HCO3-.con                	HCO3-.logact             	HCO3-.tot                	I                        	K+.logact                	K+.tot                   	Mg+2.logact              	Mg+2.tot                 	Na+.logact               	Na+.tot                  	Node_ID                  	SO4-2.logact             	SO4-2.tot                	T                        	chargebalance            	deltaSIcalcite           	gas_res                  	gas_val_u                	logI                     	minTol                   	pH                       	
-1.20329563              	 0.0                     	 5.37484636e-2           	 8.99548450e-3           	-2.04597544              	 4.55016378e-6           	 3.35890796e-3           	-2.68656651              	 4.11700000e-3           	 2.35397611e-1           	 0.0                     	-1.00000000e-3           	-4.07091992              	 9.60000000e-5           	 1.45669043e-2           	-4.36341121              	 5.30000000e-5           	-9.10090640e-1           	-9.50091396e-1           	-8.82589346e-5           	 3.24673551e-3           	-2.53971820              	 4.96600000e-3           	 1.49338184e-2           	-3.49734220              	 3.63000000e-4           	-3.26311424              	 1.04500000e-3           	-3.71058853              	 2.22000000e-4           	 0.0                     	-2.87376066              	 2.94600000e-3           	 2.97450000e2            	 1.45126481e-3           	 0.0                     	 0.0                     	 1.03890225              	-1.82582913              	 0.0                     	 7.32000000              	
-1.36851232              	 0.0                     	 6.93913672e-1           	 8.69158682e-4           	-3.06090093              	 2.88317830e-5           	 2.50996836e-3           	-2.79439591              	 3.04400000e-3           	 8.99746262e-1           	 0.0                     	-1.00000000e-3           	-3.98405805              	 1.16000000e-4           	 1.25334295              	-4.50504322              	 3.70000000e-5           	-1.25281716              	-1.06569880              	-7.16470184e-5           	 3.06120590e-3           	-2.56090370              	 3.38600000e-3           	 1.24950310e-2           	-3.58684947              	 2.92000000e-4           	-3.31890674              	 8.76000000e-4           	-3.89404454              	 1.44000000e-4           	 0.0                     	-2.88761775              	 2.56100000e-3           	 2.87550000e2            	-2.88362828e-4           	 0.0                     	 0.0                     	 1.01707770              	-1.90326266              	 0.0                     	 8.25000000              	
-2.03800403              	 0.0                     	 1.23465659              	 7.20449396e-1           	-1.42396519e-1           	 6.53425201e-4           	 1.53084744e-3           	-3.30905481              	 4.11700000e-3           	 5.40782178e-1           	 0.0                     	-1.00000000e-3           	-4.14122545              	 9.60000000e-5           	 2.34551850              	-4.40726873              	 5.30000000e-5           	-1.57192709              	-1.74139570              	-3.17424032e-3           	 3.53064913e-1           	-5.75501885e-1           	 5.00000000e-1           	 1.89297584e-1           	-3.56620467              	 3.63000000e-4           	-3.82287592              	 1.04500000e-3           	-3.83709504              	 2.22000000e-4           	 0.0                     	-3.04245056              	 2.94600000e-3           	 2.87550000e2            	-3.52729768e-1           	 8.99707000e-1           	 0.0                     	 1.73654256              	-7.22854929e-1           	 0.0                     	 7.32000000              	
