// The column headers in this file can be edited and determine the output for the next run.
Var: 	pH                       	CO2[g].con               	Calcite[s].si            	CO2[g].logact            	Anhydrite[s].si          	Aragonite[s].si          	Calcite[s].si            	Dolomite[s].si           	Fluorite[s].si           	Gypsum[s].si             	1                        	-4.23345785              	-22.3772939              	-15.2854569              	-19.5076448              	-17.6780770              	-76.5235804              	-20.7187793              	-13.1457422              	-6.06177833              	-3.43967744              	-4.99145828              	-11.5308963              	4.19116600e-1            	-3.92796411e-1           	-12.1271131              	-14.3607704              	-12.1737825              	-24.0436059              	-18.5836059              	-27.3636059              	-33.2393822              	-2.50873746              	-5.77276895              	-15.0187785              	-8.81586417              	-12.2103497              	-60.2755439              	-13.8189591              	-7.48512479              	-5.59889494              	-11.8312019              	-3.39011242              	-4.59740014              	-10.1058107              	-11.1733939              	-11.6850110              	-12.3805910              	-10.7572463              	-8.32165349              	-7.49734455              	-50.2409621              	-9.71953605              	-13.1729109              	-17.6445619              	-1.71687733e-2           	
Data:	 7.16000000              	 3.12295889e-2           	 6.71292222e-1           	-1.50543373              	-7.67524561e-1           	 4.91292222e-1           	 6.71292222e-1           	 1.18156435              	 1.11111111e-111         	-5.17524561e-1           	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	 1.11111111e-111         	
