NodeID: 0
 nr   logfactor           convergence         logI                        I.eq                pH                          chargebalance       Cl-.logact                  Cl-.tot             Na+.logact                  Na+.tot             SO3-2.logact                SO3-2.tot          
                                                                          0.0                                             0.0                                             9.99999978e-3                                   5.00000000e-1                                   9.99999968e-21     
 300  -4.47945            14.4355             1.73279959               X -9.71490701e-1      -11.4000000               X  3.79177925e3       -30.7137218               X  2.91824190e-39      5.77600683e-2            X  1.72426143e-8      -30.6955956               X  27.2554247         
 300  -4.57884            14.6347             1.73282521               X -9.77327549e-1      -11.5000000               X  4.76822484e3       -30.7137215               X  2.91497768e-39      5.77732547e-2            X  1.72238399e-8      -30.6963144               X  43.1255007         
 300  -4.67836            14.8338             1.73284571               X -9.81973640e-1      -11.6000000               X  5.99746402e3       -30.7137213               X  2.91236879e-39      5.77837408e-2            X  1.72088319e-8      -30.6972188               X  68.2071205         
 300  -4.77797            15.0327             1.73286208               X -9.85670361e-1      -11.7000000               X  7.54495819e3       -30.7137211               X  2.91028634e-39      5.77920777e-2            X  1.71968505e-8      -30.6983561               X  1.07818292e2       
 300  -4.87766            15.2313             1.73287514               X -9.88610719e-1      -11.8000000               X  9.49311701e3       -30.7137210               X  2.90862579e-39      5.77987046e-2            X  1.71872953e-8      -30.6997851               X  1.70319133e2       
 300  -4.97741            15.4295             1.73288556               X -9.90948836e-1      -11.9000000               X  1.19456870e4       -30.7137209               X  2.90730271e-39      5.78039716e-2            X  1.71796813e-8      -30.7015793               X  2.68824784e2       
 300  -2.42947            14.6295             1.73657178               X -9.91475457e-1      -12.0000000               X  1.27917717e4       -30.7136837               X  2.47313042e-39      5.96639191e-2            X  1.46755578e-8      -31.7015793               X  42.6058570         
 300  -1.62947            13.8295             1.75984266               X -9.79501668e-1      -12.1000000               X  5.61247124e3       -30.7134490               X  8.62392873e-40      7.13993945e-2            X  5.25476771e-9      -32.7015793               X  6.75257327         
 300  -4.74915            14.0293             1.75986011               X -9.83703715e-1      -12.2000000               X  7.05994775e3       -30.7134488               X  8.61693259e-40      7.14083032e-2            X  5.25061035e-9      -32.7016996               X  10.6991430         
 300  -4.8488             14.2292             1.75987404               X -9.87046590e-1      -12.3000000               X  8.88218744e3       -30.7134486               X  8.61135085e-40      7.14153854e-2            X  5.24729305e-9      -32.7018511               X  16.9510828         
 300  -4.94852            14.429              1.75988515               X -9.89705156e-1      -12.4000000               X  1.11762312e4       -30.7134485               X  8.60690162e-40      7.14210146e-2            X  5.24464855e-9      -32.7020420               X  26.8538526         
 300  -1.42901            13.629              1.79674039               X -9.46681200e-1      -12.5000000               X  2.34903789e3       -30.7130762               X  1.43818207e-40      9.00403167e-2            X  9.13966630e-10     -33.7020420               X  4.25604882         
 300  -4.37089            13.8288             1.79678069               X -9.57556859e-1      -12.6000000               X  2.95123080e3       -30.7130757               X  1.43524965e-40      9.00616021e-2            X  9.12146879e-10     -33.7022231               X  6.74256929         
 300  -4.47               14.0286             1.79681314               X -9.66228215e-1      -12.7000000               X  3.70927572e3       -30.7130754               X  1.43289290e-40      9.00785441e-2            X  9.10683904e-10     -33.7024516               X  10.6806320         
 300  -4.56929            14.2283             1.79683919               X -9.73137070e-1      -12.8000000               X  4.66354105e3       -30.7130751               X  1.43100347e-40      9.00920239e-2            X  9.09510731e-10     -33.7027395               X  16.9164414         
 300  -4.66872            14.4279             1.79686006               X -9.78638412e-1      -12.9000000               X  5.86484472e3       -30.7130749               X  1.42949162e-40      9.01027453e-2            X  9.08571821e-10     -33.7031023               X  26.7883688         
 300  -4.76826            14.6275             1.79687674               X -9.83016879e-1      -13.0000000               X  7.37716042e3       -30.7130747               X  1.42828375e-40      9.01112707e-2            X  9.07821571e-10     -33.7035590               X  42.4120738         
 300  -4.86789            14.8269             1.79689007               X -9.86500299e-1      -13.1000000               X  9.28102441e3       -30.7130746               X  1.42731989e-40      9.01180484e-2            X  9.07222815e-10     -33.7041340               X  67.1296832         
 300  -4.9676             15.0262             1.79690070               X -9.89270765e-1      -13.2000000               X  1.16778243e4       -30.7130745               X  1.42655148e-40      9.01234357e-2            X  9.06745427e-10     -33.7048573               X  1.06216331e2       
 300  -2.02619            14.2262             1.80621443               X -9.85967772e-1      -13.3000000               X  9.12258243e3       -30.7129803               X  8.85395794e-41      9.48308097e-2            X  5.68785617e-10     -34.7048573               X  16.8341541         
 300  -4.96012            14.426              1.80622524               X -9.88847287e-1      -13.4000000               X  1.14782242e4       -30.7129802               X  8.84900561e-41      9.48362906e-2            X  5.68474506e-10     -34.7050418               X  26.6690020         
 300  -1.42601            13.626              1.84330377               X -9.28351349e-1      -13.5000000               X  1.94592342e3       -30.7126053               X  1.19267051e-41      1.13584649e-1            X  7.99301069e-11     -35.7050418               X  4.22675198         
 300  -4.28913            13.8258             1.84335147               X -9.42927773e-1      -13.6000000               X  2.44318668e3       -30.7126048               X  1.18946564e-41      1.13610343e-1            X  7.97199460e-11     -35.7052590               X  6.69560082         
 300  -4.38796            14.0255             1.84339007               X -9.54563039e-1      -13.7000000               X  3.06909825e3       -30.7126043               X  1.18687901e-41      1.13630809e-1            X  7.95502593e-11     -35.7055331               X  10.6051179         
 300  -4.48701            14.2252             1.84342117               X -9.63842142e-1      -13.8000000               X  3.85698967e3       -30.7126040               X  1.18479840e-41      1.13647100e-1            X  7.94137265e-11     -35.7058786               X  16.7946113         
 300  -4.58625            14.4247             1.84344616               X -9.71236601e-1      -13.9000000               X  4.84881872e3       -30.7126038               X  1.18312925e-41      1.13660063e-1            X  7.93041676e-11     -35.7063140               X  26.5909911         
 300  -4.68564            14.6242             1.84346619               X -9.77125520e-1      -14.0000000               X  6.09740368e3       -30.7126036               X  1.18179296e-41      1.13670375e-1            X  7.92164405e-11     -35.7068624               X  42.0906975         
 300  -4.78514            14.8235             1.84348222               X -9.81813040e-1      -14.1000000               X  7.66923613e3       -30.7126034               X  1.18072490e-41      1.13678575e-1            X  7.91463124e-11     -35.7075527               X  66.6033107         
 300  -4.88475            15.0226             1.84349502               X -9.85542715e-1      -14.2000000               X  9.64802178e3       -30.7126033               X  1.17987234e-41      1.13685095e-1            X  7.90903268e-11     -35.7084212               X  1.05348261e2       
 300  -4.98444            15.2215             1.84350523               X -9.88509276e-1      -14.3000000               X  1.21391381e4       -30.7126032               X  1.17919248e-41      1.13690277e-1            X  7.90456783e-11     -35.7095131               X  1.66546478e2       
 300  -2.22154            14.4215             1.84944057               X -9.87034407e-1      -14.4000000               X  1.09063184e4       -30.7125431               X  8.41656854e-42      1.16692442e-1            X  5.68029140e-11     -36.7095131               X  26.3958380         
 300  -1.42154            13.6215             1.88683413               X -8.95076332e-1      -14.5000000               X  1.46889470e3       -30.7121643               X  9.01210829e-43      1.35634823e-1            X  6.34783290e-12     -37.7095131               X  4.18345839         
 300  -4.16699            13.8213             1.88689507               X -9.16326951e-1      -14.6000000               X  1.84221141e3       -30.7121636               X  8.97792322e-43      1.35668862e-1            X  6.32423980e-12     -37.7097979               X  6.62598809         
 300  -4.26534            14.0209             1.88694481               X -9.33321879e-1      -14.7000000               X  2.31201927e3       -30.7121630               X  8.95011081e-43      1.35696003e-1            X  6.30503429e-12     -37.7101576               X  10.4927898         
 300  -4.36399            14.2204             1.88698517               X -9.46897147e-1      -14.8000000               X  2.90333612e3       -30.7121626               X  8.92759978e-43      1.35717629e-1            X  6.28948299e-12     -37.7106114               X  16.6125820         
 300  -4.4629             14.4199             1.88701779               X -9.57729780e-1      -14.9000000               X  3.64765099e3       -30.7121623               X  8.90945251e-43      1.35734851e-1            X  6.27694219e-12     -37.7111836               X  26.2945019         
 300  -4.56201            14.6191             1.88704404               X -9.66366465e-1      -15.0000000               X  4.58460085e3       -30.7121620               X  8.89486876e-43      1.35748558e-1            X  6.26686139e-12     -37.7119045               X  41.6048622         
 300  -4.6613             14.8182             1.88706512               X -9.73247460e-1      -15.1000000               X  5.76408140e3       -30.7121618               X  8.88317743e-43      1.35759464e-1            X  6.25877832e-12     -37.7128120               X  65.8016216         
 300  -4.76073            15.0171             1.88708201               X -9.78726465e-1      -15.2000000               X  7.24890405e3       -30.7121616               X  8.87382289e-43      1.35768139e-1            X  6.25230981e-12     -37.7139535               X  1.04014771e2       
 300  -4.86027            15.2157             1.88709551               X -9.83087056e-1      -15.3000000               X  9.11814091e3       -30.7121615               X  8.86634941e-43      1.35775036e-1            X  6.24714139e-12     -37.7153884               X  1.64308531e2       
 300  -4.95991            15.4139             1.88710629               X -9.86556192e-1      -15.4000000               X  1.14713356e4       -30.7121613               X  8.86038589e-43      1.35780520e-1            X  6.24301680e-12     -37.7171904               X  2.59333198e2       
 300  -2.41386            14.6139             1.89091049               X -9.86325145e-1      -15.5000000               X  1.13767381e4       -30.7121228               X  6.98063566e-43      1.37708541e-1            X  4.93999262e-12     -38.7171904               X  41.1015421         
 300  -1.61386            13.8139             1.91490777               X -9.45698441e-1      -15.6000000               X  3.02778807e3       -30.7118795               X  1.47654262e-43      1.49873535e-1            X  1.07398696e-12     -39.7171904               X  6.51415542         
 300  -4.48113            14.0136             1.91493901               X -9.56773852e-1      -15.7000000               X  3.80384200e3       -30.7118792               X  1.47347684e-43      1.49890049e-1            X  1.07179695e-12     -39.7174056               X  10.3191273         
 300  -4.58022            14.2134             1.91496416               X -9.65604714e-1      -15.8000000               X  4.78074115e3       -30.7118789               X  1.47101241e-43      1.49903193e-1            X  1.07003608e-12     -39.7176769               X  16.3445019         
 300  -4.6795             14.413              1.91498436               X -9.72640817e-1      -15.9000000               X  6.01050860e3       -30.7118787               X  1.46903634e-43      1.49913652e-1            X  1.06862388e-12     -39.7180187               X  25.8839056         
 300  -4.77891            14.6126             1.91500054               X -9.78243590e-1      -16.0000000               X  7.55863373e3       -30.7118785               X  1.46745497e-43      1.49921971e-1            X  1.06749358e-12     -39.7184494               X  40.9825675         
 300  -4.87844            14.8121             1.91501348               X -9.82702855e-1      -16.1000000               X  9.50755971e3       -30.7118784               X  1.46619143e-43      1.49928586e-1            X  1.06659034e-12     -39.7189916               X  64.8719522         
 300  -4.97807            15.0114             1.91502382               X -9.86250603e-1      -16.2000000               X  1.19610738e4       -30.7118783               X  1.46518307e-43      1.49933845e-1            X  1.06586945e-12     -39.7196739               X  1.02653709e2       
 300  -2.01137            14.2114             1.92463137               X -9.78678251e-1      -16.3000000               X  7.88566885e3       -30.7117809               X  7.67463393e-44      1.54804589e-1            X  5.64472937e-13     -40.7196739               X  16.2695165         
 300  -4.89684            14.4112             1.92464378               X -9.83048732e-1      -16.4000000               X  9.91908448e3       -30.7117807               X  7.66815442e-44      1.54810930e-1            X  5.64004435e-13     -40.7198802               X  25.7731992         
 300  -4.99647            14.6109             1.92465369               X -9.86525734e-1      -16.5000000               X  1.24789647e4       -30.7117806               X  7.66298399e-44      1.54815971e-1            X  5.63630553e-13     -40.7201401               X  40.8233364         
 300  -1.61091            13.8109             1.94881942               X -9.38553329e-1      -16.6000000               X  2.89301747e3       -30.7115357               X  1.41193719e-44      1.67063867e-1            X  1.06761563e-13     -41.7201401               X  6.47006279         
 300  -4.46135            14.0107             1.94885186               X -9.51073393e-1      -16.7000000               X  3.63359702e3       -30.7115353               X  1.40864457e-44      1.67081150e-1            X  1.06516751e-13     -41.7203637               X  10.2490793         
 300  -4.56034            14.2104             1.94887804               X -9.61060563e-1      -16.8000000               X  4.56581558e3       -30.7115351               X  1.40599348e-44      1.67094911e-1            X  1.06319586e-13     -41.7206458               X  16.2331495         
 300  -4.65952            14.41               1.94889909               X -9.69020893e-1      -16.9000000               X  5.73931669e3       -30.7115348               X  1.40386501e-44      1.67105862e-1            X  1.06161257e-13     -41.7210013               X  25.7067545         
 300  -4.75886            14.6096             1.94891597               X -9.75361530e-1      -17.0000000               X  7.21659326e3       -30.7115347               X  1.40215996e-44      1.67114574e-1            X  1.06034405e-13     -41.7214492               X  40.7004625         
 300  -4.85833            14.809              1.94892948               X -9.80409303e-1      -17.1000000               X  9.07631546e3       -30.7115345               X  1.40079652e-44      1.67121502e-1            X  1.05932954e-13     -41.7220132               X  64.4221715         
 300  -4.95791            15.0083             1.94894029               X -9.84426060e-1      -17.2000000               X  1.14175201e4       -30.7115344               X  1.39970776e-44      1.67127011e-1            X  1.05851934e-13     -41.7227230               X  1.01935528e2       
 300  -2.00833            14.2083             1.95859763               X -9.74446237e-1      -17.3000000               X  7.11496489e3       -30.7114363               X  6.93005123e-45      1.72032072e-1            X  5.29913316e-14     -42.7227230               X  16.1556924         
 300  -4.85217            14.4081             1.95861132               X -9.79680804e-1      -17.4000000               X  8.94818188e3       -30.7114362               X  6.92306848e-45      1.72039099e-1            X  5.29387768e-14     -42.7229500               X  25.5916631         
 300  -4.95173            14.6078             1.95862227               X -9.83846465e-1      -17.5000000               X  1.12560157e4       -30.7114361               X  6.91749135e-45      1.72044687e-1            X  5.28967971e-14     -42.7232360               X  40.5333512         
 300  -1.60781            13.8078             1.98289479               X -9.14709391e-1      -17.6000000               X  2.25436155e3       -30.7111894               X  1.10111890e-45      1.84380208e-1            X  8.65772480e-15     -43.7232360               X  6.42410324         
 300  -4.35302            14.0075             1.98293536               X -9.32030488e-1      -17.7000000               X  2.82911893e3       -30.7111889               X  1.09764599e-45      1.84402387e-1            X  8.63085046e-15     -43.7235210               X  10.1748391         
 300  -4.45165            14.2072             1.98296831               X -9.45867079e-1      -17.8000000               X  3.55252256e3       -30.7111886               X  1.09483403e-45      1.84420061e-1            X  8.60908319e-15     -43.7238807               X  16.1126844         
 300  -4.55054            14.4067             1.98299493               X -9.56908783e-1      -17.9000000               X  4.46309535e3       -30.7111883               X  1.09256653e-45      1.84434135e-1            X  8.59152584e-15     -43.7243342               X  25.5102283         
 300  -4.64964            14.6061             1.98301637               X -9.65712523e-1      -18.0000000               X  5.60932801e3       -30.7111881               X  1.09074388e-45      1.84445338e-1            X  8.57741009e-15     -43.7249058               X  40.3778103         
 300  -4.74891            14.8054             1.98303359               X -9.72726857e-1      -18.1000000               X  7.05226119e3       -30.7111879               X  1.08928247e-45      1.84454252e-1            X  8.56609014e-15     -43.7256256               X  63.8885351         
 300  -4.84833            15.0045             1.98304738               X -9.78312193e-1      -18.2000000               X  8.86873608e3       -30.7111877               X  1.08811300e-45      1.84461342e-1            X  8.55703036e-15     -43.7265316               X  1.01045505e2       
 300  -4.94786            15.2034             1.98305841               X -9.82757513e-1      -18.3000000               X  1.11554864e4       -30.7111876               X  1.08717860e-45      1.84466980e-1            X  8.54979086e-15     -43.7276709               X  1.59726750e2       
 300  -2.20338            14.4034             1.98921116               X -9.77488250e-1      -18.4000000               X  8.66626356e3       -30.7111250               X  6.70975838e-46      1.87597326e-1            X  5.31409383e-15     -44.7276709               X  25.3149839         
 300  -4.93783            14.6031             1.98922243               X -9.82101872e-1      -18.5000000               X  1.09004596e4       -30.7111249               X  6.70378247e-46      1.87603095e-1            X  5.30943006e-15     -44.7279630               X  40.0945687         
 300  -1.60309            13.8031             2.01371707               X -8.89812786e-1      -18.6000000               X  1.87333679e3       -30.7108755               X  9.15672933e-47      2.00073612e-1            X  7.45915229e-16     -45.7279630               X  6.35456090         
 300  -4.27262            14.0027             2.01376457               X -9.12117245e-1      -18.7000000               X  2.34904266e3       -30.7108750               X  9.12044338e-47      2.00100302e-1            X  7.43004092e-16     -45.7283022               X  10.0634371         
 300  -4.37089            14.2023             2.01380340               X -9.29958933e-1      -18.8000000               X  2.94768210e3       -30.7108745               X  9.09088404e-47      2.00121588e-1            X  7.40631590e-16     -45.7287306               X  15.9337475         
 300  -4.46948            14.4018             2.01383495               X -9.44213357e-1      -18.9000000               X  3.70113320e3       -30.7108742               X  9.06693555e-47      2.00138550e-1            X  7.38708788e-16     -45.7292712               X  25.2218755         
 300  -4.56833            14.6011             2.01386046               X -9.55589830e-1      -19.0000000               X  4.64951889e3       -30.7108739               X  9.04761476e-47      2.00152060e-1            X  7.37157140e-16     -45.7299526               X  39.9113037         
 300  -4.66741            14.8002             2.01388101               X -9.64661379e-1      -19.1000000               X  5.84334346e3       -30.7108737               X  9.03207869e-47      2.00162813e-1            X  7.35909192e-16     -45.7308110               X  63.1302512         
 300  -4.76666            14.9992             2.01389752               X -9.71889677e-1      -19.2000000               X  7.34618195e3       -30.7108735               X  9.01961812e-47      2.00171370e-1            X  7.34908129e-16     -45.7318914               X  99.8061122         
 300  -4.86606            15.1978             2.01391075               X -9.77645771e-1      -19.3000000               X  9.23806570e3       -30.7108734               X  9.00964444e-47      2.00178176e-1            X  7.34106759e-16     -45.7332500               X  1.57687957e2       
 300  -4.96558            15.3961             2.01392133               X -9.82227245e-1      -19.4000000               X  1.16197442e4       -30.7108733               X  9.00167403e-47      2.00183589e-1            X  7.33466287e-16     -45.7349570               X  2.48938226e2       
 300  -2.39609            14.5961             2.01786700               X -9.80152554e-1      -19.5000000               X  1.05000742e4       -30.7108331               X  6.46188539e-47      2.02192119e-1            X  5.28913297e-16     -46.7349570               X  39.4540499         
 300  -1.59609            13.7961             2.04270989               X -8.55466331e-1      -19.6000000               X  1.52676029e3       -30.7105797               X  7.46777459e-48      2.14865089e-1            X  6.28978711e-17     -47.7349570               X  6.25304551         
 300  -4.18377            13.9957             2.04276592               X -8.84601372e-1      -19.7000000               X  1.91247281e3       -30.7105790               X  7.43046971e-48      2.14897838e-1            X  6.25882930e-17     -47.7353665               X  9.90106762         
 300  -4.2816             14.1952             2.04281217               X -9.07945913e-1      -19.8000000               X  2.39772348e3       -30.7105785               X  7.39981084e-48      2.14923983e-1            X  6.23337247e-17     -47.7358842               X  15.6734397         
 300  -4.3798             14.3945             2.04285004               X -9.26624419e-1      -19.9000000               X  3.00835083e3       -30.7105781               X  7.37480295e-48      2.14944836e-1            X  6.21259893e-17     -47.7365379               X  24.8033668         
 300  -4.47833            14.5937             2.04288084               X -9.41550786e-1      -20.0000000               X  3.77687108e3       -30.7105777               X  7.35452168e-48      2.14961456e-1            X  6.19574617e-17     -47.7373624               X  39.2361289         
 300  -4.57713            14.7926             2.04290577               X -9.53465837e-1      -20.1000000               X  4.74420948e3       -30.7105775               X  7.33814676e-48      2.14974695e-1            X  6.18213595e-17     -47.7384013               X  62.0365017         
 300  -4.67616            14.9913             2.04292587               X -9.62968383e-1      -20.2000000               X  5.96187949e3       -30.7105773               X  7.32497151e-48      2.14985234e-1            X  6.17118302e-17     -47.7397089               X  98.0256372         
 300  -4.77538            15.1897             2.04294202               X -9.70541118e-1      -20.3000000               X  7.49472594e3       -30.7105771               X  7.31439940e-48      2.14993620e-1            X  6.16239279e-17     -47.7413531               X  1.54773095e2       
 300  -4.87476            15.3876             2.04295497               X -9.76572159e-1      -20.4000000               X  9.42437815e3       -30.7105770               X  7.30593412e-48      2.15000292e-1            X  6.15535344e-17     -47.7434182               X  2.44135184e2       
 300  -4.97425            15.585              2.04296533               X -9.81372903e-1      -20.5000000               X  1.18535969e4       -30.7105768               X  7.29916715e-48      2.15005597e-1            X  6.14972579e-17     -47.7460086               X  3.84627125e2       
 300  -2.58504            14.785              2.04551682               X -9.81288436e-1      -20.6000000               X  1.18696176e4       -30.7105508               X  5.80611829e-48      2.16305557e-1            X  4.90616651e-17     -48.7460086               X  60.9592913         
 300  -1.78504            13.985              2.06161426               X -9.32534705e-1      -20.7000000               X  3.41636162e3       -30.7103868               X  1.32793565e-48      2.24507753e-1            X  1.14306674e-17     -49.7460086               X  9.66139657         
 300  -4.53356            14.1848             2.06164156               X -9.46270256e-1      -20.8000000               X  4.28999499e3       -30.7103865               X  1.32455585e-48      2.24522388e-1            X  1.14019511e-17     -49.7462914               X  15.3023141         
 300  -4.63246            14.3844             2.06166362               X -9.57230766e-1      -20.9000000               X  5.38966962e3       -30.7103863               X  1.32183080e-48      2.24534043e-1            X  1.13787927e-17     -49.7466481               X  24.2326223         
 300  -4.73156            14.584              2.06168138               X -9.65969399e-1      -21.0000000               X  6.77394644e3       -30.7103861               X  1.31964060e-48      2.24543320e-1            X  1.13601765e-17     -49.7470978               X  38.3663780         
 300  -4.83084            14.7834             2.06169564               X -9.72931618e-1      -21.1000000               X  8.51654278e3       -30.7103859               X  1.31788462e-48      2.24550701e-1            X  1.13452490e-17     -49.7476641               X  60.7273625         
 300  -4.93026            14.9827             2.06170706               X -9.78475299e-1      -21.2000000               X  1.07102579e4       -30.7103858               X  1.31647951e-48      2.24556572e-1            X  1.13333031e-17     -49.7483772               X  96.0884898         
 300  -1.98267            14.1827             2.07189013               X -9.54177528e-1      -21.3000000               X  5.15040765e3       -30.7102818               X  5.02990577e-49      2.29760109e-1            X  4.38128711e-18     -50.7483772               X  15.2289993         
 300  -4.71184            14.3824             2.07190865               X -9.63535822e-1      -21.4000000               X  6.47250247e3       -30.7102816               X  5.02100511e-49      2.29769817e-1            X  4.37363002e-18     -50.7486729               X  24.1199100         
 300  -4.81107            14.582              2.07192354               X -9.70993217e-1      -21.5000000               X  8.13680621e3       -30.7102814               X  5.01386419e-49      2.29777542e-1            X  4.36748593e-18     -50.7490455               X  38.1946936         
 300  -4.91045            14.7815             2.07193547               X -9.76932150e-1      -21.6000000               X  1.02319488e4       -30.7102813               X  5.00814705e-49      2.29783687e-1            X  4.36256633e-18     -50.7495149               X  60.4691166         
 300  -1.78153            13.9815             2.08809136               X -9.08205712e-1      -21.7000000               X  2.66873649e3       -30.7101159               X  1.03798191e-49      2.38052371e-1            X  9.21208773e-19     -51.7495149               X  9.58370913         
 300  -4.42631            14.1812             2.08812539               X -9.26832737e-1      -21.8000000               X  3.34840958e3       -30.7101155               X  1.03448224e-49      2.38071106e-1            X  9.18141636e-19     -51.7498740               X  15.1766009         
 300  -4.52484            14.3807             2.08815307               X -9.41717540e-1      -21.9000000               X  4.20383045e3       -30.7101152               X  1.03164423e-49      2.38086039e-1            X  9.15653648e-19     -51.7503273               X  24.0282015         
 300  -4.62365            14.5801             2.08817547               X -9.53599128e-1      -22.0000000               X  5.28055199e3       -30.7101150               X  1.02935297e-49      2.38097933e-1            X  9.13644524e-19     -51.7508989               X  38.0320458         
 300  -4.72268            14.7794             2.08819353               X -9.63074799e-1      -22.1000000               X  6.63591264e3       -30.7101148               X  1.02750951e-49      2.38107401e-1            X  9.12027768e-19     -51.7516191               X  60.1768511         
 300  -4.8219             14.9785             2.08820804               X -9.70625994e-1      -22.2000000               X  8.34208971e3       -30.7101147               X  1.02603032e-49      2.38114936e-1            X  9.10730313e-19     -51.7525259               X  95.1749423         
 300  -4.92127            15.1774             2.08821968               X -9.76639801e-1      -22.3000000               X  1.04899430e4       -30.7101145               X  1.02484595e-49      2.38120930e-1            X  9.09691331e-19     -51.7536668               X  1.50446373e2       
 300  -2.17738            14.3774             2.09471129               X -9.63941744e-1      -22.4000000               X  6.89821247e3       -30.7100481               X  5.35412488e-50      2.41444373e-1            X  4.78829546e-19     -52.7536668               X  23.8441432         
 300  -4.83874            14.577              2.09472527               X -9.71316617e-1      -22.5000000               X  8.67211229e3       -30.7100479               X  5.34659105e-50      2.41451621e-1            X  4.78163601e-19     -52.7540125               X  37.7603547         
 300  -4.93812            14.7766             2.09473647               X -9.77189655e-1      -22.6000000               X  1.09052243e4       -30.7100478               X  5.34055990e-50      2.41457387e-1            X  4.77630430e-19     -52.7544479               X  59.7861575         
 300  -1.7766             13.9766             2.11108121               X -8.99163272e-1      -22.7000000               X  2.56148882e3       -30.7098805               X  9.96808924e-51      2.49820527e-1            X  9.08475023e-20     -53.7544479               X  9.47546741         
 300  -4.40849            14.1762             2.11111632               X -9.19601201e-1      -22.8000000               X  3.21289660e3       -30.7098802               X  9.93153990e-51      2.49840047e-1            X  9.05183847e-20     -53.7548178               X  15.0048176         
 300  -4.5069             14.3758             2.11114494               X -9.35941113e-1      -22.9000000               X  4.03269659e3       -30.7098798               X  9.90183539e-51      2.49855609e-1            X  9.02508201e-20     -53.7552849               X  23.7554742         
 300  -4.6056             14.5752             2.11116815               X -9.48989714e-1      -23.0000000               X  5.06454440e3       -30.7098796               X  9.87781266e-51      2.49868008e-1            X  9.00343826e-20     -53.7558739               X  37.5988561         
 300  -4.70454            14.7744             2.11118689               X -9.59399775e-1      -23.1000000               X  6.36338855e3       -30.7098794               X  9.85845916e-51      2.49877880e-1            X  8.98599809e-20     -53.7566163               X  59.4883931         
 300  -4.80369            14.9735             2.11120196               X -9.67698028e-1      -23.2000000               X  7.99839647e3       -30.7098792               X  9.84291386e-51      2.49885738e-1            X  8.97198761e-20     -53.7575512               X  94.0800163         
 300  -4.903              15.1723             2.11121406               X -9.74308394e-1      -23.3000000               X  1.00566378e4       -30.7098791               X  9.83045663e-51      2.49891989e-1            X  8.96075903e-20     -53.7587274               X  1.48703485e2       
 300  -2.17232            14.3723             2.11776608               X -9.58645247e-1      -23.4000000               X  6.34264856e3       -30.7098119               X  4.92559589e-51      2.53254385e-1            X  4.52402539e-20     -54.7587274               X  23.5679142         
 300  -4.80227            14.5719             2.11778120               X -9.67096790e-1      -23.5000000               X  7.97210351e3       -30.7098117               X  4.91769078e-51      2.53262268e-1            X  4.51684510e-20     -54.7590990               X  37.3206818         
 300  -4.90157            14.7715             2.11779333               X -9.73829597e-1      -23.6000000               X  1.00233503e4       -30.7098116               X  4.91135494e-51      2.53268540e-1            X  4.51108955e-20     -54.7595671               X  59.0855699         
 300  -1.77148            13.9715             2.13427501               X -8.71231059e-1      -23.7000000               X  2.11589388e3       -30.7096423               X  8.23856441e-52      2.61730843e-1            X  7.71302476e-21     -55.7595671               X  9.36443175         
 300  -4.32549            14.171              2.13431619               X -8.97239340e-1      -23.8000000               X  2.65166890e3       -30.7096419               X  8.20120045e-52      2.61754474e-1            X  7.67845368e-21     -55.7600097               X  14.8265072         
 300  -4.42352            14.3705             2.13435002               X -9.18062348e-1      -23.9000000               X  3.32580285e3       -30.7096415               X  8.17061995e-52      2.61773330e-1            X  7.65014789e-21     -55.7605688               X  23.4681964         
 300  -4.5219             14.5698             2.13437763               X -9.34711739e-1      -24.0000000               X  4.17419298e3       -30.7096412               X  8.14575479e-52      2.61788364e-1            X  7.62712539e-21     -55.7612745               X  37.1342002         
 300  -4.62057            14.7689             2.13440002               X -9.48008593e-1      -24.1000000               X  5.24201725e3       -30.7096410               X  8.12563846e-52      2.61800342e-1            X  7.60849550e-21     -55.7621641               X  58.7333078         
 300  -4.7195             14.9678             2.13441810               X -9.58617460e-1      -24.2000000               X  6.58613997e3       -30.7096408               X  8.10942751e-52      2.61809880e-1            X  7.59347971e-21     -55.7632845               X  92.8461772         
 300  -4.81863            15.1664             2.13443266               X -9.67074688e-1      -24.3000000               X  8.27813976e3       -30.7096406               X  8.09640354e-52      2.61817472e-1            X  7.58141423e-21     -55.7646942               X  1.46674395e2       
 300  -4.91793            15.3646             2.13444434               X -9.73812020e-1      -24.4000000               X  1.04081212e4       -30.7096405               X  8.08596496e-52      2.61823512e-1            X  7.57174282e-21     -55.7664661               X  2.31516783e2       
 300  -2.36458            14.5646             2.13865057               X -9.66498064e-1      -24.5000000               X  8.21505839e3       -30.7095973               X  5.07006306e-52      2.63983183e-1            X  4.77082886e-21     -56.7664661               X  36.6929373         
 300  -4.91461            14.7641             2.13866233               X -9.73352801e-1      -24.6000000               X  1.03285834e4       -30.7095972               X  5.06341576e-52      2.63989269e-1            X  4.76463932e-21     -56.7669127               X  58.0946078         
 300  -1.76414            13.9641             2.15541695               X -8.52127536e-1      -24.7000000               X  1.93445946e3       -30.7094250               X  7.53589076e-53      2.72595920e-1            X  7.23028728e-22     -57.7669127               X  9.20737484         
 300  -4.28656            14.1637             2.15546100               X -8.81927351e-1      -24.8000000               X  2.42293458e3       -30.7094245               X  7.49751192e-53      2.72621767e-1            X  7.19388439e-22     -57.7673887               X  14.5767215         
