NodeID: 0
 nr   logfactor           convergence         CO3-2.logact                CO3-2.tot           Ca+2.logact                 Ca+2.tot            pH                          H.tot               N2.logact                   N2.tot              NH4+.logact                 NH4+.tot            NO3-.logact                 NO3-.tot            O2.logact                   O2.tot              acetate.logact              acetate.tot         denitrifiers.logact         denitrifiers.tot    methanogens.logact          methanogens.tot     nitrifiers.logact           nitrifiers.tot      oxidizers.logact            oxidizers.tot       waste.logact                waste.tot          
                                                                          3.38213706                                      4.69999999e-1                                   5.23385859                                      9.99999972e-10                                  4.16721196e-5                                   1.01702824e-9                                   5.10000018e-3                                   4.23318619e-4                                   9.99452360e-3                                   9.99452360e-3                                   9.99452453e-3                                   9.99452453e-3                                   3.11150455         
 300  -1.72334            13.7188            -15.0000000               X  1.02080098e-12     -15.0000000               X  2.25000307e-16      7.00000000               X  7.07092032e-9      -15.0000000               X  2.25000016e-16     -15.0000000               X  2.48397121e-16     -15.0000000               X  2.25000016e-16     -15.0000000               X  1.10476521e-14     -15.0000000               X  2.25000016e-16     -15.0000000               X  2.25000016e-16     -15.0000000               X  2.25000016e-16     -15.0000000               X  2.25000016e-16     -15.0000000               X  2.25000016e-16     -15.0000000               X  2.24954257e-16     
 300  -1.71882            13.7188            -14.9353797               X  8.48561149e-13     -14.9910200               X  2.29701191e-16      7.10000000               X -1.55236982e-9      -15.0000000               X  2.25000016e-16     -14.9999992               X  2.48629852e-16     -15.0000000               X  2.25000016e-16     -14.9999026               X  1.10501312e-14     -14.9999919               X  2.25004207e-16     -14.9998090               X  2.25098970e-16     -14.9998090               X  2.25098970e-16     -14.9998090               X  2.25098970e-16     -14.9998090               X  2.25098970e-16     -14.9405505               X  2.57954881e-16     
 300  -1.71882            13.7188            -14.8707593               X  7.14609075e-13     -14.9820400               X  2.34500309e-16      7.20000000               X -1.02583202e-8      -15.0000000               X  2.25000016e-16     -14.9999984               X  2.48922727e-16     -15.0000000               X  2.25000016e-16     -14.9998051               X  1.10526108e-14     -14.9999838               X  2.25008397e-16     -14.9996181               X  2.25197968e-16     -14.9996181               X  2.25197968e-16     -14.9996181               X  2.25197968e-16     -14.9996181               X  2.25197968e-16     -14.8811009               X  2.95796673e-16     
 300  -1.71882            13.7188            -14.8061390               X  6.09310885e-13     -14.9730600               X  2.39399721e-16      7.30000000               X -1.95105613e-8      -15.0000000               X  2.25000016e-16     -14.9999976               X  2.49291321e-16     -15.0000000               X  2.25000016e-16     -14.9997077               X  1.10550909e-14     -14.9999757               X  2.25012588e-16     -14.9994271               X  2.25297009e-16     -14.9994271               X  2.25297009e-16     -14.9994271               X  2.25297009e-16     -14.9994271               X  2.25297009e-16     -14.8216514               X  3.39189827e-16     
 300  -1.71882            13.7188            -14.7415187               X  5.25565336e-13     -14.9640800               X  2.44401530e-16      7.40000000               X -2.98018133e-8      -15.0000000               X  2.25000016e-16     -14.9999968               X  2.49755239e-16     -15.0000000               X  2.25000016e-16     -14.9996102               X  1.10575716e-14     -14.9999676               X  2.25016778e-16     -14.9992362               X  2.25396094e-16     -14.9992362               X  2.25396094e-16     -14.9992362               X  2.25396094e-16     -14.9992362               X  2.25396094e-16     -14.7622019               X  3.88948726e-16     
 300  -1.71882            13.7188            -14.6768983               X  4.58129409e-13     -14.9551000               X  2.49507886e-16      7.50000000               X -4.16801259e-8      -15.0000000               X  2.25000016e-16     -14.9999960               X  2.50339162e-16     -15.0000000               X  2.25000016e-16     -14.9995128               X  1.10600529e-14     -14.9999596               X  2.25020969e-16     -14.9990452               X  2.25495222e-16     -14.9990452               X  2.25495222e-16     -14.9990452               X  2.25495222e-16     -14.9990452               X  2.25495222e-16     -14.7027523               X  4.46007218e-16     
 300  -1.71882            13.7188            -14.6122780               X  4.03124240e-13     -14.9461201               X  2.54720986e-16      7.60000000               X -5.57780645e-8      -15.0000000               X  2.25000016e-16     -14.9999952               X  2.51074164e-16     -15.0000000               X  2.25000016e-16     -14.9994153               X  1.10625347e-14     -14.9999515               X  2.25025159e-16     -14.9988542               X  2.25594394e-16     -14.9988542               X  2.25594394e-16     -14.9988542               X  2.25594394e-16     -14.9988542               X  2.25594394e-16     -14.6433028               X  5.11436148e-16     
 300  -1.71882            13.7188            -14.5476576               X  3.57673131e-13     -14.9371401               X  2.60043076e-16      7.70000000               X -7.28463971e-8      -15.0000000               X  2.25000016e-16     -14.9999944               X  2.51999362e-16     -15.0000000               X  2.25000016e-16     -14.9993179               X  1.10650171e-14     -14.9999434               X  2.25029350e-16     -14.9986633               X  2.25693610e-16     -14.9986633               X  2.25693610e-16     -14.9986633               X  2.25693610e-16     -14.9986633               X  2.25693610e-16     -14.5838533               X  5.86463455e-16     
 300  -1.71882            13.7188            -14.4830373               X  3.19636260e-13     -14.9281601               X  2.65476458e-16      7.80000000               X -9.37940751e-8      -15.0000000               X  2.25000016e-16     -14.9999936               X  2.53164005e-16     -15.0000000               X  2.25000016e-16     -14.9992205               X  1.10675000e-14     -14.9999353               X  2.25033541e-16     -14.9984723               X  2.25792869e-16     -14.9984723               X  2.25792869e-16     -14.9984723               X  2.25792869e-16     -14.9984723               X  2.25792869e-16     -14.5244037               X  6.72497211e-16     
 300  -1.71882            13.7188            -14.4184170               X  2.87416256e-13     -14.9191801               X  2.71023482e-16      7.90000000               X -1.19736639e-7      -15.0000000               X  2.25000016e-16     -14.9999928               X  2.54630091e-16     -15.0000000               X  2.25000016e-16     -14.9991230               X  1.10699835e-14     -14.9999272               X  2.25037732e-16     -14.9982814               X  2.25892172e-16     -14.9982814               X  2.25892172e-16     -14.9982814               X  2.25892172e-16     -14.9982814               X  2.25892172e-16     -14.4649542               X  7.71152056e-16     
